,cpu_clock,l2_size,l3_size,num-cpus,mem_clock,mem_size
101,1.9486749,1020.0,48063.0,38.0,2828.0,488.0
102,2.412906,999.0,105373.0,24.0,2681.0,2462.0
103,2.481817,1024.0,17753.0,58.0,3164.0,2338.0
104,2.2797346,1021.0,42883.0,38.0,2725.0,371.0
105,3.0537553,1022.0,32213.0,26.0,2825.0,731.0
106,2.794905,520.0,86656.0,27.0,3200.0,351.0
107,3.6010818,301.0,325031.0,14.0,3197.0,967.0
108,2.956497,1023.0,20416.0,36.0,2834.0,2889.0
109,3.7250798,1024.0,37838.0,22.0,3121.0,1164.0
110,2.5876703,1023.0,57150.0,21.0,2753.0,211.0
111,2.8133578,1021.0,71629.0,38.0,2703.0,580.0
112,1.9729626,1021.0,49528.0,40.0,2756.0,403.0
113,2.6385045,1023.0,51661.0,27.0,2853.0,321.0
114,2.1373181,1021.0,51767.0,96.0,2568.0,1109.0
115,2.0314448,1021.0,60181.0,79.0,2937.0,621.0
116,3.684698,286.0,78997.0,13.0,3200.0,197.0
117,2.2987435,1023.0,38662.0,23.0,2861.0,337.0
118,2.3928244,1022.0,56165.0,39.0,2654.0,821.0
119,2.2304935,1019.0,45378.0,46.0,2809.0,789.0
120,2.8281825,1020.0,78772.0,53.0,2448.0,567.0
121,2.3676605,1018.0,50177.0,49.0,2770.0,899.0
122,1.9360615,1016.0,40555.0,61.0,3092.0,794.0
123,3.5112693,1016.0,55959.0,24.0,477.0,996.0
124,2.579808,805.0,284451.0,104.0,3160.0,1699.0
125,2.8085427,677.0,186146.0,54.0,3171.0,799.0
126,2.3686023,1023.0,40930.0,32.0,2912.0,499.0
127,2.5580223,1013.0,67652.0,48.0,3091.0,912.0
128,2.049339,1018.0,52648.0,71.0,3002.0,801.0
129,3.052397,1023.0,36002.0,42.0,2983.0,755.0
130,2.288635,1022.0,50725.0,37.0,2537.0,293.0
131,2.15667,1020.0,41090.0,33.0,2743.0,428.0
132,1.8801107,1021.0,28797.0,30.0,2929.0,516.0
133,2.8024669,1023.0,28093.0,19.0,2998.0,921.0
134,1.9859387,1024.0,12621.0,29.0,2952.0,433.0
135,2.944046,927.0,254831.0,87.0,3011.0,577.0
136,1.9507434,1014.0,66667.0,73.0,2333.0,445.0
137,2.6784341,532.0,398086.0,86.0,3063.0,679.0
138,2.7534268,615.0,53239.0,27.0,3194.0,177.0
139,1.8594581,1022.0,25051.0,17.0,2582.0,196.0
140,2.2038276,1020.0,91128.0,60.0,2506.0,326.0
141,2.1567671,1021.0,55734.0,46.0,3159.0,1313.0
142,2.117932,1024.0,31257.0,45.0,2269.0,759.0
143,3.5333576,265.0,152847.0,10.0,3196.0,209.0
144,2.8710444,814.0,155034.0,24.0,3166.0,570.0
145,2.7536964,1022.0,97812.0,45.0,2708.0,518.0
146,2.164066,1022.0,37443.0,35.0,2663.0,399.0
147,2.2765393,1022.0,59295.0,33.0,2711.0,273.0
148,2.929346,1021.0,44250.0,28.0,2870.0,760.0
149,3.171547,1023.0,33468.0,32.0,3089.0,1777.0
150,2.0364184,1020.0,75017.0,44.0,2461.0,216.0
151,3.0732718,376.0,20598.0,9.0,3188.0,67.0
152,3.8721356,264.0,17079.0,3.0,3200.0,102.0
153,2.1954389,1021.0,68469.0,37.0,2629.0,371.0
154,1.8616388,1017.0,35147.0,37.0,2825.0,325.0
155,2.363346,1022.0,54436.0,47.0,2834.0,597.0
156,2.2221107,939.0,191769.0,80.0,2775.0,1059.0
157,2.529047,1023.0,49298.0,30.0,2925.0,419.0
158,2.5611525,1021.0,66175.0,42.0,2758.0,627.0
159,2.8763378,1021.0,74159.0,60.0,2828.0,892.0
160,2.994009,1024.0,59336.0,24.0,3066.0,891.0
161,2.3610268,1016.0,96694.0,55.0,2860.0,653.0
162,2.0365834,1022.0,29532.0,28.0,3010.0,915.0
163,2.1734393,1018.0,92775.0,65.0,2749.0,515.0
164,1.9615782,1023.0,36892.0,35.0,2408.0,271.0
165,1.910758,1022.0,62260.0,59.0,2453.0,280.0
166,1.907455,1023.0,12928.0,45.0,24.0,907.0
167,2.0314038,1023.0,43158.0,26.0,2668.0,244.0
168,2.7770948,881.0,6486.0,5.0,3195.0,72.0
169,2.9481184,397.0,359832.0,61.0,3176.0,1422.0
170,2.075694,1005.0,55004.0,60.0,3088.0,931.0
171,2.6119804,1022.0,50567.0,34.0,2732.0,453.0
172,2.7594018,1022.0,143754.0,101.0,4.0,2035.0
173,1.9226615,1022.0,27855.0,35.0,2747.0,619.0
174,1.9737065,1019.0,41997.0,67.0,2908.0,767.0
175,3.0399857,1022.0,49758.0,32.0,2988.0,682.0
176,3.6694882,285.0,111803.0,11.0,3199.0,406.0
177,1.8869336,1022.0,37316.0,48.0,2560.0,301.0
178,2.5913486,954.0,201062.0,58.0,238.0,1851.0
179,2.3825343,1021.0,51514.0,50.0,2813.0,808.0
180,2.3010805,1022.0,71746.0,48.0,2605.0,329.0
181,2.5684397,1023.0,76688.0,62.0,1172.0,821.0
182,2.0498714,1019.0,85337.0,72.0,2614.0,477.0
183,3.1040142,1023.0,128576.0,22.0,2667.0,672.0
184,3.3186553,1023.0,67405.0,21.0,3001.0,296.0
185,2.8258157,1020.0,57253.0,29.0,2840.0,694.0
186,2.2453995,1021.0,60634.0,26.0,2686.0,264.0
187,3.9751236,256.0,2753.0,2.0,3200.0,36.0
188,3.9907758,258.0,2107.0,2.0,3200.0,32.0
189,3.5741794,264.0,378949.0,16.0,3198.0,334.0
190,2.2599914,810.0,321043.0,117.0,3107.0,2510.0
191,3.9999719,256.0,2049.0,2.0,3200.0,32.0
192,2.7906396,874.0,94217.0,32.0,859.0,422.0
193,2.8023467,347.0,456737.0,95.0,3189.0,958.0
194,2.735348,1024.0,27457.0,24.0,2958.0,1397.0
195,2.663164,1022.0,62502.0,26.0,2961.0,809.0
196,2.2770889,1015.0,48778.0,74.0,3051.0,1761.0
197,3.9506226,257.0,5158.0,2.0,3200.0,44.0
198,2.2768142,1023.0,41232.0,40.0,2853.0,541.0
199,2.8386233,565.0,46378.0,17.0,3199.0,329.0
200,3.3540194,510.0,49421.0,19.0,3194.0,505.0
201,3.623963,276.0,121326.0,22.0,3200.0,1378.0
202,2.7212896,1023.0,60122.0,17.0,2811.0,1089.0
203,1.8192475,1018.0,39034.0,42.0,2967.0,408.0
204,2.972326,1022.0,58229.0,29.0,2364.0,276.0
205,2.0329738,1022.0,29930.0,29.0,2801.0,357.0
206,2.6060991,721.0,281559.0,94.0,3189.0,981.0
207,1.9992614,1014.0,80012.0,167.0,0.0,2435.0
208,2.468069,1022.0,35662.0,24.0,2672.0,242.0
209,1.9478753,1022.0,19674.0,21.0,2930.0,879.0
210,1.8427566,1004.0,109033.0,46.0,2752.0,205.0
211,2.2202446,1022.0,19099.0,28.0,2864.0,280.0
212,3.4158905,1023.0,46048.0,26.0,2911.0,782.0
213,2.3980136,1021.0,46338.0,31.0,2732.0,418.0
214,3.1013927,424.0,124529.0,27.0,3197.0,435.0
215,1.9052541,1023.0,42900.0,72.0,3018.0,886.0
216,2.2138693,1021.0,34497.0,39.0,3070.0,802.0
217,3.0494325,1021.0,90725.0,30.0,2777.0,428.0
218,3.0256517,1022.0,54483.0,22.0,2802.0,373.0
219,2.0166602,1020.0,67632.0,54.0,2711.0,443.0
220,2.247137,1022.0,44871.0,72.0,2974.0,2286.0
221,1.8956454,1021.0,80929.0,102.0,1356.0,1230.0
222,2.2513971,1022.0,49217.0,54.0,2891.0,458.0
223,2.1078758,946.0,194930.0,93.0,3182.0,1978.0
224,2.493387,1011.0,72301.0,42.0,2983.0,426.0
225,3.9735384,259.0,2058.0,2.0,3200.0,32.0
226,3.10655,1022.0,62124.0,23.0,2681.0,418.0
227,3.9700675,256.0,3671.0,2.0,3200.0,44.0
228,1.9200989,1005.0,82266.0,96.0,3092.0,1394.0
229,2.9511433,1023.0,37373.0,31.0,3001.0,1189.0
230,2.4989347,1022.0,81096.0,43.0,2669.0,382.0
231,2.1430805,1018.0,69216.0,59.0,2831.0,584.0
232,2.3170187,1022.0,57188.0,83.0,3123.0,1471.0
233,2.3272955,1023.0,35779.0,32.0,3071.0,520.0
234,2.3949528,1021.0,45171.0,41.0,2805.0,530.0
235,1.8951392,1016.0,47229.0,75.0,3124.0,865.0
236,2.6663268,1020.0,65236.0,47.0,2948.0,1390.0
237,1.83317,1023.0,24053.0,26.0,2978.0,449.0
238,2.418773,1019.0,57144.0,64.0,2886.0,1006.0
239,3.5828483,578.0,62581.0,15.0,3198.0,664.0
240,2.5606418,1017.0,78708.0,36.0,2871.0,540.0
241,2.4813805,1022.0,83468.0,22.0,2749.0,400.0
242,2.3514287,991.0,10341.0,22.0,3148.0,379.0
243,2.2541697,1009.0,72235.0,31.0,2928.0,693.0
244,2.0666196,1023.0,37969.0,39.0,3006.0,344.0
245,2.4453177,1018.0,95916.0,72.0,2838.0,672.0
246,3.9998603,256.0,2050.0,2.0,3200.0,32.0
247,2.66913,1022.0,68625.0,36.0,2675.0,314.0
248,2.0648756,1017.0,63565.0,60.0,2749.0,574.0
249,2.9062958,1023.0,83380.0,27.0,2570.0,389.0
250,2.5753543,1023.0,35743.0,33.0,3008.0,1356.0
251,2.8297584,1018.0,102514.0,58.0,3001.0,1234.0
252,2.312275,1023.0,39745.0,27.0,3022.0,636.0
253,3.1185687,1023.0,45747.0,32.0,2930.0,566.0
254,2.1510756,1015.0,66092.0,54.0,2558.0,442.0
255,2.3323073,991.0,61399.0,66.0,3135.0,1036.0
256,2.7508695,1023.0,48130.0,32.0,2977.0,482.0
257,2.4022622,947.0,95532.0,61.0,3175.0,1319.0
258,1.9141133,1023.0,13020.0,22.0,2350.0,428.0
259,2.0034668,1018.0,47256.0,40.0,2773.0,439.0
260,2.4806986,1022.0,49872.0,41.0,2664.0,567.0
261,2.5010958,1009.0,87100.0,53.0,3159.0,1146.0
262,2.4043517,1023.0,44315.0,20.0,2830.0,449.0
263,2.1331542,1012.0,33269.0,55.0,3199.0,1427.0
264,2.3283732,1022.0,57882.0,32.0,2616.0,257.0
265,1.9157078,1022.0,77922.0,27.0,2559.0,215.0
266,2.1720629,981.0,152214.0,117.0,3096.0,1805.0
267,3.4465632,1023.0,60571.0,58.0,2972.0,2297.0
268,1.7563398,1021.0,19610.0,33.0,3112.0,986.0
269,3.9984634,256.0,2136.0,2.0,3200.0,32.0
270,3.211683,1023.0,77499.0,57.0,2743.0,994.0
271,2.0653877,1023.0,43577.0,34.0,2810.0,406.0
272,3.9984257,256.0,2255.0,2.0,3200.0,32.0
273,3.3083215,1024.0,67175.0,33.0,2313.0,1263.0
274,2.165255,1022.0,29933.0,30.0,2756.0,219.0
275,3.9771419,258.0,2146.0,2.0,3200.0,34.0
276,3.274618,1022.0,68087.0,36.0,3111.0,1782.0
277,2.5066226,1016.0,76019.0,72.0,2724.0,699.0
278,2.3074234,1015.0,87315.0,58.0,2713.0,491.0
279,3.0739038,1023.0,38952.0,26.0,2906.0,305.0
280,3.1015146,339.0,173139.0,17.0,3197.0,129.0
281,3.315642,1023.0,87144.0,21.0,2167.0,1336.0
282,3.6247578,302.0,27406.0,4.0,3200.0,118.0
283,3.7195506,270.0,44717.0,5.0,3200.0,143.0
284,1.9727951,1023.0,17110.0,39.0,3103.0,768.0
285,3.5381446,1023.0,45730.0,17.0,2953.0,710.0
286,2.4461405,1023.0,58495.0,32.0,2778.0,197.0
287,2.6090472,1023.0,91701.0,52.0,501.0,1095.0
288,2.1939094,1011.0,15916.0,35.0,3198.0,225.0
289,2.1341188,1016.0,87765.0,69.0,2751.0,544.0
290,2.8092585,1023.0,71076.0,27.0,2504.0,304.0
291,2.228345,1021.0,54160.0,53.0,3062.0,1884.0
292,2.6073253,1019.0,23655.0,51.0,1181.0,844.0
293,2.911099,1022.0,83782.0,37.0,2695.0,301.0
294,2.1375036,1021.0,75523.0,55.0,2547.0,374.0
295,2.1238425,1012.0,115343.0,80.0,2980.0,1724.0
296,1.7914994,1023.0,17756.0,24.0,2946.0,260.0
297,1.895103,1022.0,34347.0,39.0,2848.0,446.0
298,3.7366455,1024.0,67023.0,35.0,3091.0,3226.0
299,2.6456575,1021.0,45791.0,37.0,2849.0,855.0
300,2.4960449,1021.0,51704.0,39.0,2800.0,694.0
301,2.3774307,1020.0,67608.0,48.0,2744.0,887.0
302,2.2199588,1017.0,76814.0,66.0,2792.0,755.0
303,2.6210294,1021.0,119156.0,58.0,2468.0,904.0
304,2.1882284,1021.0,64764.0,61.0,2719.0,448.0
305,2.0185018,1018.0,76950.0,84.0,2707.0,809.0
306,1.9442285,1014.0,39195.0,28.0,2962.0,424.0
307,2.3696487,932.0,175000.0,74.0,2974.0,813.0
308,3.0532176,1022.0,497434.0,149.0,0.0,2742.0
309,2.3617942,1019.0,72271.0,46.0,3047.0,841.0
310,2.5759318,1023.0,32530.0,52.0,3152.0,2394.0
311,2.0817108,1021.0,55167.0,31.0,2864.0,295.0
312,2.0048826,1024.0,46749.0,42.0,3059.0,515.0
313,3.3381166,1023.0,67378.0,27.0,2677.0,997.0
314,3.4646559,1023.0,54468.0,35.0,2750.0,967.0
315,1.9651136,990.0,121352.0,87.0,2728.0,572.0
316,2.3984635,877.0,199003.0,79.0,3084.0,1411.0
317,2.0687692,1014.0,84580.0,81.0,2958.0,737.0
318,2.0492754,1016.0,32058.0,36.0,3194.0,852.0
319,3.9931056,256.0,2167.0,2.0,3200.0,37.0
320,2.5424416,1023.0,49752.0,43.0,2976.0,755.0
321,2.7697275,1023.0,43581.0,19.0,2561.0,131.0
322,2.1587996,1020.0,64692.0,40.0,2581.0,324.0
323,2.337459,1023.0,48408.0,47.0,2907.0,495.0
324,2.490166,1016.0,57733.0,42.0,2976.0,907.0
325,3.9990761,256.0,2099.0,2.0,3200.0,32.0
326,2.702045,1016.0,46945.0,21.0,2815.0,728.0
327,2.0255914,1017.0,48197.0,35.0,2871.0,248.0
328,2.2543354,989.0,152444.0,59.0,2775.0,630.0
329,3.4481218,308.0,4058.0,4.0,167.0,181.0
330,3.8945181,268.0,11690.0,4.0,3200.0,58.0
331,2.622838,1022.0,68917.0,56.0,2642.0,785.0
332,2.0145254,1022.0,24705.0,24.0,2900.0,606.0
333,2.1211536,1022.0,41972.0,20.0,2690.0,264.0
334,2.3294387,1011.0,62048.0,49.0,2910.0,440.0
335,2.6208103,334.0,250000.0,41.0,3196.0,398.0
336,2.7846084,603.0,145207.0,34.0,3192.0,2205.0
337,1.9214867,1022.0,25789.0,28.0,2844.0,667.0
338,2.2438548,1020.0,44114.0,45.0,3082.0,974.0
339,2.3855858,1022.0,49128.0,50.0,2.0,2300.0
340,2.1310096,1012.0,91677.0,68.0,2688.0,400.0
341,2.2629616,1021.0,30862.0,40.0,2903.0,920.0
342,2.088027,1017.0,29684.0,36.0,3006.0,787.0
343,3.9644947,260.0,2232.0,2.0,3200.0,34.0
344,2.1172702,928.0,103359.0,44.0,3149.0,896.0
345,3.1014843,1023.0,39723.0,37.0,2830.0,860.0
346,1.9027059,1016.0,56792.0,48.0,2734.0,586.0
347,2.7884088,1019.0,66009.0,35.0,2815.0,715.0
348,2.4303615,1022.0,94881.0,49.0,2593.0,461.0
349,2.3186548,941.0,209715.0,86.0,2887.0,561.0
350,2.3732474,1011.0,59455.0,65.0,3195.0,3175.0
351,2.1480525,1019.0,59568.0,40.0,2531.0,310.0
352,2.967604,1020.0,43666.0,31.0,2681.0,703.0
353,3.875419,1024.0,48487.0,12.0,2938.0,397.0
354,2.0297253,978.0,130834.0,90.0,2938.0,658.0
355,2.1996622,1022.0,71708.0,60.0,2806.0,783.0
356,3.5583997,1023.0,63506.0,18.0,2640.0,579.0
357,2.566583,736.0,246480.0,92.0,3072.0,1271.0
358,2.3857212,1023.0,46822.0,32.0,2643.0,278.0
359,3.9997542,256.0,2078.0,2.0,3200.0,32.0
360,3.0641701,1023.0,70818.0,23.0,2790.0,256.0
361,2.1515758,996.0,79647.0,41.0,3060.0,297.0
362,3.9994676,256.0,2068.0,2.0,3200.0,32.0
363,2.3101358,1013.0,79873.0,88.0,3124.0,1807.0
364,2.8534052,1022.0,38202.0,23.0,2953.0,522.0
365,3.0117466,1022.0,65075.0,18.0,2582.0,318.0
366,1.9634134,1015.0,73408.0,62.0,2881.0,807.0
367,3.1549778,1020.0,50032.0,26.0,3027.0,1501.0
368,2.2752347,1022.0,67531.0,48.0,2796.0,523.0
369,2.926979,1024.0,20431.0,21.0,3176.0,1945.0
370,2.308803,1020.0,64586.0,38.0,2588.0,226.0
371,1.8475134,1022.0,25858.0,36.0,2961.0,625.0
372,3.272545,1023.0,42517.0,14.0,2782.0,295.0
373,3.3959808,1022.0,43128.0,12.0,2868.0,349.0
374,2.8298376,553.0,277435.0,71.0,3149.0,750.0
375,1.9492003,1021.0,26289.0,12.0,2913.0,445.0
376,2.4830482,1022.0,66305.0,38.0,2695.0,269.0
377,2.316367,1018.0,69304.0,54.0,2859.0,670.0
378,2.2675905,548.0,330145.0,66.0,3055.0,575.0
379,2.000689,1000.0,87749.0,54.0,2451.0,304.0
380,3.9952424,257.0,2706.0,2.0,3200.0,33.0
381,2.304624,1022.0,41081.0,39.0,2809.0,810.0
382,3.5150702,1022.0,43846.0,20.0,2925.0,552.0
383,2.1146836,1022.0,36930.0,29.0,2876.0,675.0
384,3.5643103,1023.0,135447.0,73.0,723.0,1320.0
385,2.4921792,1021.0,62266.0,38.0,2661.0,385.0
386,2.6168163,1020.0,47659.0,44.0,3100.0,1489.0
387,2.4362223,1023.0,32669.0,25.0,3000.0,527.0
388,2.0552583,1009.0,85704.0,66.0,3119.0,679.0
389,2.132059,1019.0,56260.0,82.0,2795.0,803.0
390,2.4467576,1021.0,107326.0,82.0,2954.0,1516.0
391,2.45396,1020.0,48573.0,43.0,2998.0,846.0
392,3.1215804,1023.0,32562.0,22.0,2990.0,1152.0
393,2.2125335,1021.0,43456.0,33.0,2734.0,398.0
394,2.7273614,1022.0,40733.0,30.0,2995.0,593.0
395,3.1541393,682.0,231111.0,52.0,3075.0,1055.0
396,3.9999847,256.0,2048.0,2.0,3200.0,32.0
397,2.2161994,1022.0,45924.0,20.0,2778.0,244.0
398,1.7879996,1022.0,21235.0,17.0,2802.0,177.0
399,2.913099,1022.0,79899.0,51.0,2889.0,822.0
400,1.9256245,1022.0,31455.0,29.0,2878.0,455.0
401,2.423143,486.0,412140.0,85.0,3177.0,1732.0
402,1.9963471,1020.0,43030.0,78.0,3163.0,1117.0
403,2.671633,1019.0,65473.0,45.0,2851.0,980.0
404,2.4587426,1022.0,47818.0,28.0,2681.0,277.0
405,2.1052217,1022.0,53525.0,51.0,2805.0,542.0
406,3.9972384,256.0,2219.0,2.0,3200.0,32.0
407,2.1966665,1023.0,44276.0,42.0,2166.0,898.0
408,2.1430523,1018.0,52087.0,32.0,2186.0,205.0
409,2.1130772,987.0,80078.0,60.0,2960.0,362.0
410,1.8762877,1023.0,10053.0,14.0,2954.0,625.0
411,2.3647652,1022.0,39333.0,24.0,2461.0,195.0
412,2.9757583,971.0,279069.0,109.0,0.0,3017.0
413,2.4572847,1023.0,36880.0,36.0,2919.0,405.0
414,2.9551673,1022.0,46933.0,43.0,3090.0,1954.0
415,3.0400612,1024.0,43174.0,69.0,2132.0,1430.0
416,2.1219008,1019.0,46149.0,39.0,2746.0,375.0
417,1.91217,1023.0,13458.0,45.0,3186.0,1686.0
418,2.554402,1023.0,34133.0,79.0,3129.0,2053.0
419,2.374363,1023.0,25616.0,11.0,2874.0,260.0
420,3.18361,288.0,122062.0,21.0,3199.0,166.0
421,1.8945987,1024.0,12229.0,49.0,3105.0,1436.0
422,2.0127056,1016.0,70628.0,60.0,2828.0,416.0
423,2.6817706,1024.0,87381.0,32.0,1589.0,671.0
424,2.4305358,1022.0,53675.0,34.0,2822.0,358.0
425,2.0657248,1010.0,83754.0,80.0,2485.0,554.0
426,3.9529867,257.0,3515.0,2.0,3200.0,34.0
427,2.9833338,1022.0,72139.0,28.0,2537.0,310.0
428,2.8730855,1023.0,54712.0,22.0,2883.0,515.0
429,2.8185549,1014.0,71796.0,51.0,3126.0,2184.0
430,2.1838233,1024.0,27542.0,31.0,3081.0,823.0
431,3.7676024,278.0,2058.0,2.0,98.0,32.0
432,2.060974,999.0,81819.0,47.0,2931.0,395.0
433,2.116144,1021.0,23759.0,22.0,2779.0,442.0
434,2.0601063,859.0,226642.0,75.0,2892.0,757.0
435,2.6696925,992.0,55425.0,26.0,1455.0,283.0
436,2.1629252,1022.0,49179.0,45.0,2675.0,418.0
437,2.5656888,1015.0,69821.0,39.0,2982.0,737.0
438,2.0239553,1020.0,48444.0,62.0,2792.0,677.0
439,1.918804,1017.0,21053.0,38.0,3193.0,1244.0
440,1.8893116,1020.0,42422.0,49.0,2973.0,524.0
441,2.1337967,1023.0,59515.0,54.0,2619.0,311.0
442,2.0084,957.0,23598.0,16.0,3091.0,944.0
443,2.4271295,1012.0,73569.0,49.0,2817.0,719.0
444,3.623296,1023.0,43545.0,26.0,3059.0,710.0
445,2.1390963,1022.0,46765.0,39.0,2951.0,440.0
446,2.0373538,1023.0,18849.0,49.0,10.0,1982.0
447,3.1979525,1021.0,346243.0,83.0,0.0,1216.0
448,2.8890588,1023.0,41598.0,42.0,3065.0,2170.0
449,2.5477483,1023.0,28655.0,27.0,3073.0,1005.0
450,3.820749,259.0,2141.0,2.0,3187.0,34.0
451,2.7635548,1022.0,72330.0,28.0,2847.0,432.0
452,3.9999828,256.0,2050.0,2.0,3200.0,32.0
