cpu_clock,isa,l1_size,l2_size,l3_size,num-cpus,mem_type,mem_clock,mem_size
2.59,X86_64,33,509,45477,18,PC4-2933V,2151,179
3.05,X86_64,32,850,57619,36,PC4-2666V,2754,140
2.49,X86_64,33,907,127525,67,PC4-2933V,2650,644
2.83,X86_64,33,320,286447,32,PC4-2666V,3004,286
1.92,X86_64,33,945,53508,26,0,435,673
1.88,X86_64,33,902,196257,92,PC4-2666V,2691,1017
2.42,X86_64,34,733,164653,45,PC4-3200AA,3173,558
2.9,X86_64,32,784,11356,9,PC4-2400T,2774,273
1.85,X86_64,33,931,370177,80,PC4-2933V,2862,672
2.16,X86_64,34,962,9724,4,PC4-3200AA,583,301
2.52,X86_64,32,434,241621,20,PC4-3200AA,2995,329
3.08,X86_64,32,753,39576,29,PC4-3200AA,2407,926
2.83,X86_64,35,889,44086,27,PC4-2666V,2554,150
3.33,X86_64,32,727,210791,55,PC4-2933Y,2542,957
2.18,X86_64,32,762,155249,31,PC4-3200AA,1657,395
2.92,X86_64,34,554,181475,17,PC4-2666V,3106,332
2.24,X86_64,32,905,114372,26,PC4-2933V,2484,263
1.93,X86_64,33,783,171244,61,PC4-3200AA,2873,624
2.98,X86_64,33,786,281766,49,PC4-2933V,2322,285
1.93,X86_64,33,948,297690,70,PC4-2933V,3188,721
2.28,X86_64,32,941,160244,31,PC4-2933V,1564,752
2.94,X86_64,33,911,327723,76,PC4-2933Y,2679,2488
2.66,X86_64,34,748,52039,4,PC4-2666V,2772,90
3.42,X86_64,32,654,4307,4,PC4-2666V,2057,599
2.74,X86_64,32,803,65773,20,PC4-3200AA,2617,317
2.77,X86_64,32,963,158109,47,PC4-3200AA,3115,1099
2.97,X86_64,33,958,90294,60,PC4-3200AA,1966,1143
2.51,X86_64,33,795,55577,59,PC4-3200AA,1445,778
2.33,X86_64,32,925,61436,45,PC4-2933Y,2846,657
1.75,X86_64,34,970,278517,93,PC4-2666V,2312,761
1.76,X86_64,32,856,101828,51,PC4-2666V,3106,309
1.87,X86_64,33,1011,103594,65,PC4-2933Y,2434,811
1.96,X86_64,36,970,12198,19,PC4-2933Y,1182,805
2.07,X86_64,33,687,230998,52,PC4-3200AA,2665,1567
3.43,X86_64,32,433,259174,32,PC4-2933Y,3177,607
2.14,X86_64,33,611,130629,37,PC4-2666V,2821,73
2.81,X86_64,34,810,232267,61,PC4-2933Y,1619,2056
2.07,X86_64,33,628,92865,26,PC4-2666V,2813,44
2.03,X86_64,33,855,73840,21,PC4-3200AA,1560,667
3.05,X86_64,33,567,176609,63,PC4-2933V,2940,1103
1.72,X86_64,32,980,340967,111,PC4-3200AA,3079,1123
2.68,X86_64,34,714,369222,95,PC4-3200AA,2928,913
2.14,X86_64,32,729,399167,110,PC4-2666V,3141,865
2.07,X86_64,34,600,69452,14,PC4-3200AA,2704,725
2.46,X86_64,34,652,236843,78,PC4-2933V,2698,1342
1.9,X86_64,34,908,30827,26,PC4-3200AA,2468,218
3.43,X86_64,33,675,92989,17,PC4-3200AA,2293,357
2.95,X86_64,32,603,204278,29,PC4-3200AA,2981,214
2.07,X86_64,33,714,33424,7,PC4-2666V,3178,95
2.19,X86_64,33,799,290144,51,PC4-2666V,3077,87
1.81,X86_64,32,772,397042,81,PC4-3200AA,3160,1393
1.91,X86_64,32,1016,9269,12,PC4-3200AA,2286,552
1.95,X86_64,32,959,161150,84,PC4-2666V,3095,1013
2.72,X86_64,32,703,9377,3,PC4-3200AA,1882,251
3.7,X86_64,32,781,62970,9,PC4-2666V,2923,307
2.25,X86_64,32,872,185233,85,PC4-2933Y,2900,925
3.06,X86_64,33,657,360213,75,PC4-2933Y,2328,481
2.61,X86_64,35,804,44475,6,PC4-2933V,2667,487
