,cpu_clock,isa,l1_size,l2_size,l3_size,num-cpus,mem_type,mem_clock,mem_size
43,2.5258144833305103,X86_64,32,256,38912,6,PC4-2666V,2666,768
44,4.0786611317401595,X86_64,32,512,122880,72,PC4-3200AA,3200,1536
45,2.164772420439035,X86_64,64,512,262144,20,PC4-3200AA,3200,512
46,2.1915382241851793,X86_64,64,512,98304,16,PC4-3200AA,3200,512
47,2.340237791962082,X86_64,32,256,77824,16,PC4-2666V,2666,768
48,3.109351988759066,X86_64,32,1024,49152,28,PC4-2933Y,3200,512
49,2.188233259836552,X86_64,32,1024,8192,48,PC4-3200AA,3200,1024
50,2.6041389308502136,X86_64,32,512,49152,48,PC4-2933Y,2400,512
51,3.3667642721747906,X86_64,32,256,71680,40,PC4-2666V,2666,192
52,3.242541376228944,X86_64,32,512,98304,64,PC4-3200AA,0,1024
53,2.247484704757578,X86_64,32,1024,26624,48,PC4-2933V,3200,768
54,1.9934768341948401,X86_64,32,256,45056,24,PC4-3200AA,0,1536
55,2.3773562102983474,X86_64,32,512,262144,24,0,3200,2304
56,2.802006361024174,X86_64,32,1024,4096,28,PC4-2666V,0,768
57,1.987143695599357,X86_64,32,512,262144,32,PC4-3200AA,3200,256
58,2.025297005544134,X86_64,32,1024,116736,20,PC4-2666V,0,768
59,2.6291223075628514,X86_64,32,256,15360,16,PC4-3200AA,3200,192
60,1.8155343444144834,X86_64,32,512,262144,48,PC4-3200AA,3200,512
61,1.740418208957562,X86_64,64,512,32768,32,PC4-3200AA,2933,1024
62,2.0097223106421644,X86_64,32,1024,38912,80,PC4-2400T,3200,1024
63,1.5178113244397164,X86_64,32,512,262144,56,PC4-3200AA,3200,768
64,2.2033708654660815,X86_64,64,1024,86016,52,PC4-3200AA,3200,1024
65,2.094392584244112,X86_64,32,1024,30720,40,PC4-2933Y,2933,384
66,2.5863125550484947,X86_64,32,1024,73728,80,PC4-2933V,2933,768
67,2.862337053620435,X86_64,32,1024,27648,104,PC4-2666V,2666,512
68,1.7496073300554162,X86_64,32,512,262144,64,PC4-3200AA,3200,512
69,1.9177345628614306,X86_64,32,1024,262144,16,PC4-3200AA,3200,1536
70,3.514624893009297,X86_64,32,256,98304,6,PC4-3200AA,2666,384
71,1.9332958929014739,X86_64,32,512,86016,36,PC4-3200AA,2933,512
72,2.0388462016882074,X86_64,32,256,49152,40,PC4-2933Y,2933,768
73,1.7828603503314562,X86_64,64,512,30720,32,PC4-3200AA,3200,1024
74,3.0514673484478076,X86_64,32,1024,49152,28,PC4-2666V,3200,768
75,2.0016735197636972,X86_64,64,1024,86016,32,PC4-2933V,2933,1024
76,3.8807998859641017,X86_64,32,1024,110592,16,PC4-2666V,3200,768
77,1.9813393651109934,X86_64,32,1024,55296,28,PC4-3200AA,3200,4096
78,2.423206805940768,X86_64,32,1024,155648,36,PC4-2666V,2933,1536
79,3.291246830233263,X86_64,32,256,155648,4,0,3200,768
80,2.8121413003897655,X86_64,32,1024,24576,56,0,2933,512
81,1.963815177736697,X86_64,32,512,131072,32,PC4-3200AA,3200,2048
82,1.3659911102394797,X86_64,32,1024,8192,8,PC4-3200AA,2933,768
83,2.265711566395649,X86_64,32,1024,22528,6,PC4-2666V,2933,2304
84,2.710063351142849,X86_64,32,512,45056,64,PC4-2666V,3200,192
85,1.9402285619124013,X86_64,64,512,86016,64,PC4-3200AA,3200,1024
86,3.1394698448798515,X86_64,32,1024,49152,16,PC4-3200AA,2933,1024
87,1.7193988396712516,X86_64,32,1024,98304,56,PC4-2933Y,3200,256
88,4.149386586803512,X86_64,32,1024,71680,24,PC4-3200AA,2933,768
89,2.35188526764212,X86_64,32,256,55296,64,PC4-2933V,2666,192
90,3.0978902695021118,X86_64,32,512,39936,16,PC4-2933Y,2933,192
91,2.9692576394193915,X86_64,32,512,73728,32,PC4-3200AA,3200,1536
92,3.685066896614193,X86_64,32,1024,12288,16,0,2666,1536
93,2.4776658614226332,X86_64,32,1024,98304,28,PC4-2666V,2666,384
94,3.4046173786280725,X86_64,32,1024,77824,24,PC4-2666V,2933,1024
95,1.5174147754739433,X86_64,32,1024,8192,6,PC4-2666V,3200,1536
96,3.4053432513468285,X86_64,32,1024,26624,16,PC4-2666V,2666,192
97,1.774703417596458,X86_64,32,1024,53248,8,PC4-2666V,2666,64
98,2.201523786685679,X86_64,64,1024,262144,76,PC4-3200AA,2933,512
99,3.0885477597424718,X86_64,32,1024,49152,20,PC4-2933Y,2933,768
100,2.349826640908894,X86_64,32,512,262144,16,PC4-3200AA,3200,2048
101,3.534518315882132,X86_64,32,1024,39936,64,PC4-3200AA,3200,768
102,2.138139004935387,X86_64,32,1024,38912,32,PC4-2933V,3200,384
103,2.275779663545543,X86_64,32,1024,131072,24,PC4-3200AA,2933,384
104,1.9248975340602976,X86_64,32,1024,8192,32,PC4-2933V,2933,192
105,3.7624716140233776,X86_64,32,1024,98304,24,PC4-2933Y,2933,64
106,1.8327899738723592,X86_64,32,512,262144,20,PC4-3200AA,3200,512
107,3.9068412260817804,X86_64,32,1024,131072,32,PC4-3200AA,2933,384
108,2.870002885512174,X86_64,32,512,262144,64,PC4-3200AA,3200,256
109,2.0387423182905287,X86_64,32,256,77824,8,PC4-3200AA,2933,384
110,3.9741961717212844,X86_64,32,1024,36864,52,PC4-2933V,2666,768
111,1.8926887610012826,X86_64,32,1024,131072,24,PC4-2933V,2933,384
112,2.7601961442094,X86_64,32,1024,67584,8,PC4-2666V,2933,384
113,2.545112523847215,X86_64,32,512,393216,56,PC4-3200AA,3200,1024
114,2.0208340693493936,X86_64,32,1024,77824,48,PC4-2666V,2666,384
115,2.222620909811326,X86_64,32,256,71680,4,0,2666,64
116,3.354859504280272,X86_64,32,512,22528,32,PC4-3200AA,2933,256
117,2.5014207249282365,X86_64,32,1024,55296,76,PC4-3200AA,3200,512
118,2.0690751855820757,X86_64,32,256,2048,104,PC4-2666V,2666,768
119,1.9265751377552036,X86_64,32,1024,77824,20,PC4-3200AA,2933,384
120,2.883377227258938,X86_64,32,512,98304,64,PC4-3200AA,3200,512
121,2.6939803049745628,X86_64,32,1024,77824,16,PC4-3200AA,2666,384
122,2.1327816497526313,X86_64,32,1024,49152,36,PC4-2933Y,2933,384
123,2.056133567627665,X86_64,32,1024,49152,32,PC4-2666V,2933,64
124,2.06307795794094,X86_64,32,512,86016,24,PC4-3200AA,3200,512
125,4.024753977760586,X86_64,32,256,122880,4,PC4-2666V,2666,64
126,2.1069910070420237,X86_64,32,1024,67584,16,PC4-2933Y,2933,384
127,2.0941045718192424,X86_64,32,1024,32768,32,PC4-3200AA,3200,1536
128,2.174791173666632,X86_64,32,256,77824,40,PC4-2666V,2933,384
129,2.3405843260942394,X86_64,32,1024,16384,64,PC4-2933V,2933,1024
130,2.3856579934564515,X86_64,32,1024,524288,88,PC4-3200AA,2933,768
131,2.009895158596029,X86_64,32,1024,65536,4,PC4-2933V,2400,768
132,1.4903430478530297,X86_64,32,1024,73728,28,PC4-3200AA,3200,512
133,1.914530024223318,X86_64,32,512,98304,2,0,0,384
134,2.08805805809734,X86_64,32,1024,24576,48,PC4-2933V,2933,1024
135,1.9465976392357285,X86_64,32,512,26624,128,PC4-2933V,3200,768
136,1.747819530612444,X86_64,32,512,524288,64,PC4-3200AA,3200,512
137,3.0365535705397466,X86_64,32,1024,65536,2,PC4-2933V,0,1024
138,2.181808246835205,X86_64,32,512,262144,64,PC4-3200AA,3200,512
139,2.7057758709671464,X86_64,32,256,524288,28,PC4-3200AA,2933,3072
140,1.8336806501243812,X86_64,32,256,55296,64,PC4-2933V,3200,1536
141,2.025707806425007,X86_64,32,1024,71680,32,PC4-2933V,2933,384
142,1.7323157289565312,X86_64,32,512,26624,40,PC4-3200AA,3200,512
143,2.542586352363628,X86_64,32,1024,49152,56,PC4-2933V,3200,384
144,3.309130226218997,X86_64,32,512,16384,6,0,3200,2048
145,1.919040314446287,X86_64,32,1024,16384,2,PC4-2666V,2933,768
146,1.9447695863097079,X86_64,32,512,524288,48,PC4-3200AA,3200,1024
147,2.3317413157188893,X86_64,32,1024,98304,12,PC4-2933Y,2933,384
148,3.465302942930276,X86_64,32,256,77824,44,PC4-2666V,2666,768
149,1.5910603854724619,X86_64,32,1024,16384,32,PC4-2666V,2666,192
150,2.48285513433136,X86_64,32,1024,49152,56,PC4-2933Y,2933,384
151,3.0001459436642324,X86_64,32,1024,71680,40,PC4-3200AA,3200,64
152,3.6870467169287413,X86_64,32,256,71680,56,PC4-2666V,2933,2048
153,1.7537643971979957,X86_64,32,1024,983040,6,PC4-2933Y,2933,384
154,2.4986595694495635,X86_64,32,1024,16384,24,PC4-2933Y,2933,768
155,3.546246117854005,X86_64,32,256,77824,40,PC4-2933Y,2933,384
156,2.827379245362855,X86_64,32,1024,22528,168,PC4-2666V,2933,64
157,1.8452113971528914,X86_64,32,256,26624,4,PC4-2666V,2666,192
158,2.0532610962357194,X86_64,32,1024,110592,40,PC4-3200AA,3200,1536
159,2.0833901498493215,X86_64,32,1024,26624,16,PC4-2933Y,2933,384
160,1.532039077492514,X86_64,32,1024,110592,24,PC4-2933Y,3200,768
161,2.246921720468597,X86_64,32,1024,26624,44,PC4-3200AA,3200,1536
162,2.1817233094291124,X86_64,32,1024,26624,56,0,3200,512
163,1.8441835859183435,X86_64,32,1024,77824,8,PC4-2666V,2666,768
164,2.3490386005145893,X86_64,32,1024,262144,64,PC4-3200AA,3200,512
165,3.1850723263144913,X86_64,32,1024,8192,16,PC4-2666V,2666,384
166,3.554160869286568,X86_64,32,256,77824,128,PC4-2933Y,2666,768
167,2.5885632887485692,X86_64,32,1024,24576,24,PC4-2400T,3200,768
168,2.3700856346211374,X86_64,32,1024,77824,44,PC4-2933Y,2666,64
169,1.869013761888187,X86_64,32,1024,32768,6,PC4-3200AA,3200,2048
170,2.4471244544331263,X86_64,32,1024,71680,76,0,0,1024
171,2.6700229180819606,X86_64,32,1024,524288,2,PC4-2933Y,2666,192
172,3.5951586853950506,X86_64,32,256,22528,104,0,2666,64
173,3.8200141528227243,X86_64,32,1024,71680,48,PC4-3200AA,2666,1536
174,2.0693437386341205,X86_64,32,1024,26624,24,PC4-2666V,2666,192
175,1.7744854893734832,X86_64,64,1024,18432,32,PC4-3200AA,3200,2048
176,3.0361701808887265,X86_64,32,1024,12288,224,PC4-3200AA,2933,1536
177,1.8735673533343622,X86_64,32,1024,131072,32,PC4-2933Y,3200,2048
178,1.953995350904624,X86_64,32,1024,22528,12,PC4-2933Y,2933,384
179,3.367961258838031,X86_64,32,256,98304,4,PC4-2666V,2666,384
180,2.424611102900971,X86_64,32,1024,24576,32,PC4-3200AA,3200,1024
181,2.218543859386397,X86_64,32,1024,36864,4,PC4-2666V,2400,512
182,2.6722584186884335,X86_64,32,1024,27648,168,PC4-3200AA,2400,256
183,3.1166727715769276,X86_64,32,256,8192,20,PC4-2666V,2666,192
184,2.0146725878250176,X86_64,32,1024,26624,28,PC4-2933Y,2666,512
185,2.1563223871355386,X86_64,32,1024,49152,40,PC4-2933Y,2933,64
186,3.316624212609082,X86_64,32,1024,32768,80,PC4-2933V,2666,768
187,3.515978613983995,X86_64,32,1024,98304,64,PC4-2933Y,2933,2048
188,2.65350099400351,X86_64,32,256,8192,28,PC4-3200AA,3200,1024
189,2.942181901206988,X86_64,32,512,262144,32,PC4-3200AA,3200,512
190,1.7152118851310116,X86_64,32,256,27648,8,PC4-2933V,2666,768
191,2.302867007203716,X86_64,32,1024,38912,28,PC4-2933V,2933,384
192,2.112282475484111,X86_64,32,512,155648,12,PC4-2933Y,3200,384
193,3.2412688767949116,X86_64,32,1024,49152,20,0,2666,512
194,1.7102190868378888,X86_64,32,1024,98304,32,0,2933,384
195,2.432560720384792,X86_64,32,1024,143360,10,PC4-2933Y,2400,512
196,2.5776813451626857,X86_64,32,256,12288,24,PC4-2666V,2666,192
197,3.0829189962384427,X86_64,32,512,155648,28,PC4-3200AA,2666,512
198,1.536493417875998,X86_64,32,1024,71680,16,PC4-2933Y,2666,1024
199,2.098066660306669,X86_64,32,256,79872,8,PC4-2666V,2666,768
200,2.0831985453122353,X86_64,32,512,262144,64,PC4-3200AA,0,512
201,1.7097417387161367,X86_64,32,1024,16384,40,PC4-3200AA,3200,64
202,1.9649877611356936,X86_64,32,1024,55296,96,PC4-3200AA,3200,192
203,2.352314291008689,X86_64,32,1024,55296,8,PC4-2666V,2666,1024
204,1.5837399767977982,X86_64,32,512,524288,56,PC4-3200AA,3200,1024
205,1.8583084878191576,X86_64,32,1024,77824,56,PC4-2666V,2933,192
206,1.8448547982080736,X86_64,32,1024,32768,32,PC4-3200AA,3200,2048
207,3.1402820097072643,X86_64,32,512,26624,24,PC4-2666V,3200,384
208,1.5449741682282334,X86_64,32,256,67584,96,PC4-3200AA,3200,1536
209,2.8305894996823495,X86_64,32,512,983040,32,PC4-3200AA,3200,384
210,1.7772651049310713,X86_64,64,1024,12288,128,PC4-2666V,3200,512
211,3.0080449108977545,X86_64,32,1024,12288,36,PC4-3200AA,3200,1024
212,1.3567562994901243,X86_64,32,1024,65536,128,PC4-2933V,2933,512
213,2.1658914863522156,X86_64,32,1024,45056,112,PC4-2933Y,2933,384
214,2.371953770533364,X86_64,32,1024,98304,52,PC4-3200AA,3200,256
215,2.1184640290333396,X86_64,32,512,22528,8,PC4-3200AA,2666,2048
216,3.2100276296299732,X86_64,32,512,71680,64,PC4-3200AA,3200,1024
217,3.1345556673947224,X86_64,32,256,8192,4,PC4-2933Y,2666,768
218,1.7662452072889319,X86_64,64,1024,49152,40,PC4-2933V,2933,1024
219,3.3962274131540693,X86_64,32,512,49152,12,PC4-2666V,3200,512
220,1.681234175166055,X86_64,32,1024,22528,32,PC4-2400T,2933,256
221,2.1984806006549213,X86_64,32,1024,71680,48,PC4-2933V,2933,768
222,3.2635404875503036,X86_64,32,1024,45056,112,PC4-2666V,2933,384
223,4.0800220668947205,X86_64,32,256,16384,16,PC4-2666V,2666,768
224,2.5532251421357257,X86_64,32,1024,143360,72,PC4-2933Y,3200,384
225,2.1602099219295376,X86_64,32,1024,116736,32,PC4-2933Y,2666,384
226,1.991014279888978,X86_64,32,512,131072,64,PC4-3200AA,3200,512
227,3.185616040387858,X86_64,32,1024,77824,24,PC4-2666V,2933,2304
228,2.312136130200187,X86_64,32,1024,27648,40,PC4-2933V,2933,128
229,1.7824296136339006,X86_64,32,1024,49152,64,PC4-2933Y,2933,256
230,1.9494034968301783,X86_64,64,512,233472,12,PC4-3200AA,3200,1536
231,2.8877777023153826,X86_64,32,512,8192,20,PC4-2666V,2933,768
232,1.7461395887149753,X86_64,32,1024,12288,44,PC4-2666V,2933,384
233,2.552146849182387,X86_64,32,512,67584,64,PC4-3200AA,3200,512
234,1.6957576301914852,X86_64,32,1024,71680,52,PC4-2666V,2933,384
235,1.6481137994344381,X86_64,32,1024,73728,48,PC4-3200AA,3200,256
236,1.748257934092687,X86_64,32,1024,73728,18,PC4-3200AA,3200,512
237,2.8201893086960697,X86_64,32,1024,71680,16,PC4-2666V,3200,64
238,3.1812697330223463,X86_64,32,1024,135168,56,PC4-3200AA,3200,512
239,2.9160149053328928,X86_64,32,1024,71680,24,PC4-2933V,2666,384
240,1.9210596526387134,X86_64,32,512,131072,32,PC4-3200AA,3200,512
241,2.186064944170525,X86_64,32,256,122880,64,PC4-3200AA,0,1024
242,2.1895943592763283,X86_64,32,1024,26624,12,PC4-2933Y,2933,384
243,1.8829679891745816,X86_64,32,1024,4096,52,PC4-2933Y,2400,1024
244,2.418231107619443,X86_64,32,512,27648,28,PC4-3200AA,3200,512
245,1.8694097026565917,X86_64,32,1024,98304,16,PC4-2666V,2666,1024
246,1.8996803459215301,X86_64,32,1024,71680,56,PC4-3200AA,3200,512
247,1.3561931181674698,X86_64,32,1024,8192,6,PC4-2666V,2666,768
248,1.7611480876979755,X86_64,64,512,8192,32,PC4-3200AA,3200,1024
249,2.0011306738682104,X86_64,32,1024,143360,48,PC4-2933V,0,4096
250,2.776314488005635,X86_64,64,1024,30720,32,PC4-3200AA,3200,2048
251,3.6079628305141234,X86_64,32,1024,45056,16,PC4-2933Y,2933,384
252,2.0309840092889035,X86_64,32,1024,79872,28,PC4-2666V,2666,768
253,1.953337263694252,X86_64,32,1024,45056,48,PC4-2933Y,3200,768
254,2.3255894831073967,X86_64,32,1024,131072,24,PC4-2933Y,2933,32
255,3.5460083351920204,X86_64,32,1024,4096,24,PC4-2933Y,2933,384
256,2.9468946433341543,X86_64,32,1024,61440,64,PC4-3200AA,0,384
257,2.0565489042637832,X86_64,32,1024,45056,8,PC4-2666V,2933,768
258,2.915817705226683,X86_64,32,1024,38912,4,PC4-2666V,2666,64
259,1.91515264771621,X86_64,32,1024,77824,32,PC4-3200AA,2666,1536
260,2.208584963236124,X86_64,32,1024,112640,16,PC4-2933V,2933,192
261,2.648248592712669,X86_64,32,512,98304,384,PC4-2933Y,3200,512
262,1.7886191326767094,X86_64,32,1024,8192,28,PC4-2666V,2933,512
263,2.160741967140336,X86_64,32,1024,71680,28,PC4-3200AA,3200,768
264,2.4580715900639674,X86_64,32,1024,45056,6,PC4-2933Y,2933,768
265,2.4043785809670823,X86_64,32,1024,55296,32,PC4-2666V,2666,768
266,2.7479744218582787,X86_64,32,1024,116736,12,PC4-2666V,2400,768
267,1.7123736914426737,X86_64,32,1024,77824,64,PC4-2933V,2933,1536
268,1.5945322450795816,X86_64,32,512,18432,88,PC4-3200AA,3200,256
269,1.605673660419232,X86_64,32,1024,49152,28,PC4-2933Y,2933,384
270,1.593681240732879,X86_64,64,1024,30720,76,PC4-3200AA,3200,256
271,3.0964087806972844,X86_64,32,1024,22528,8,PC4-2666V,2666,2048
272,1.7584699366087704,X86_64,32,1024,49152,4,PC4-2933V,2933,192
273,1.9191571166223187,X86_64,32,1024,61440,64,PC4-2933V,3200,384
274,1.6560706399077434,X86_64,32,512,262144,64,PC4-3200AA,3200,2048
275,2.2823729103530233,X86_64,32,512,98304,8,PC4-3200AA,3200,256
276,1.854540244329799,X86_64,32,1024,112640,18,PC4-2933Y,2933,384
277,2.46292175255394,X86_64,32,1024,32768,52,PC4-3200AA,3200,384
278,2.8695195998888274,X86_64,32,1024,73728,16,PC4-2933V,2933,768
279,2.126876228178231,X86_64,32,512,86016,32,PC4-3200AA,3200,1536
280,1.9351129499191735,X86_64,64,1024,24576,72,PC4-3200AA,3200,512
281,1.8323012527927987,X86_64,32,512,311296,64,PC4-3200AA,3200,512
282,1.8569318167537927,X86_64,32,1024,49152,24,PC4-2933V,2933,512
283,2.2162731733167735,X86_64,64,512,122880,40,PC4-3200AA,3200,768
284,1.861814710174622,X86_64,32,1024,36864,32,PC4-2666V,3200,512
285,3.5336632575955464,X86_64,32,1024,110592,16,PC4-3200AA,0,1536
286,1.4717090587660309,X86_64,32,256,55296,128,PC4-3200AA,3200,384
287,2.3090292288652052,X86_64,32,1024,24576,52,PC4-2933V,2933,1536
288,2.6687343339189606,X86_64,32,1024,8192,48,PC4-3200AA,2933,64
289,2.1465186036707777,X86_64,32,1024,131072,168,PC4-2933V,2933,1024
290,2.7506427093267103,X86_64,32,1024,524288,16,PC4-3200AA,3200,512
291,2.4027774641117707,X86_64,32,1024,61440,104,PC4-2666V,2666,64
292,2.4684453875117986,X86_64,32,512,16384,64,PC4-3200AA,3200,1024
293,2.0635444525226525,X86_64,32,1024,71680,20,PC4-2933V,2933,768
294,2.348367319983413,X86_64,32,512,79872,6,PC4-3200AA,2933,64
295,1.839823326609464,X86_64,64,512,18432,128,PC4-3200AA,3200,1024
296,1.7764360951302118,X86_64,32,1024,524288,64,0,3200,1024
297,2.409639116635657,X86_64,32,512,49152,48,PC4-3200AA,3200,512
298,3.805719908434498,X86_64,32,256,22528,24,PC4-2666V,2666,768
299,3.283427531591631,X86_64,32,1024,67584,72,PC4-2666V,2666,192
300,2.056639508038464,X86_64,64,256,55296,36,PC4-2666V,3200,192
301,3.073343094932441,X86_64,32,1024,55296,12,PC4-3200AA,2400,256
302,2.809911496191291,X86_64,32,1024,110592,40,PC4-2933Y,2933,384
303,2.845973309226242,X86_64,32,512,262144,64,PC4-3200AA,3200,512
304,2.3830147036962677,X86_64,32,512,131072,32,PC4-3200AA,3200,768
305,1.9521945697363963,X86_64,32,1024,79872,8,PC4-2933Y,2933,768
306,1.9983209560305366,X86_64,32,256,131072,24,PC4-2933Y,2666,768
307,3.3114198665201684,X86_64,32,256,77824,4,PC4-2666V,0,192
308,2.5475000865448245,X86_64,32,512,71680,24,PC4-3200AA,3200,512
309,2.56694674019646,X86_64,32,256,71680,168,PC4-2666V,2666,64
310,1.7508357586443064,X86_64,32,1024,55296,20,PC4-2933Y,3200,2304
311,2.6235675983692666,X86_64,32,1024,55296,40,PC4-2933Y,2933,192
312,1.8664692590432175,X86_64,32,512,393216,16,PC4-2666V,2666,512
313,2.787972815726291,X86_64,32,512,77824,16,PC4-2933Y,2933,192
314,2.2279867000746356,X86_64,32,1024,67584,24,PC4-2666V,2933,64
315,2.287819940974226,X86_64,32,512,524288,32,PC4-3200AA,3200,1024
316,1.9249964460292117,X86_64,32,1024,233472,24,PC4-3200AA,3200,768
317,1.4139724027137306,X86_64,32,512,49152,48,PC4-2933V,2933,256
318,2.343835156451345,X86_64,32,1024,131072,16,PC4-3200AA,3200,256
319,1.606493782171316,X86_64,32,512,524288,64,PC4-3200AA,3200,2048
320,2.4353815928404163,X86_64,32,512,45056,64,PC4-3200AA,0,512
321,1.9175050297298906,X86_64,32,256,45056,16,PC4-3200AA,2933,64
322,1.8972590942560859,X86_64,64,512,71680,52,PC4-3200AA,3200,1024
323,3.785967075371705,X86_64,32,1024,22528,56,PC4-2933V,2933,384
324,1.8273620008300233,X86_64,64,1024,155648,48,PC4-3200AA,3200,1024
325,2.802425252801683,X86_64,32,1024,71680,40,PC4-2933Y,2933,384
326,1.9294412809714743,X86_64,32,512,8192,56,PC4-2933V,2933,768
327,2.810682090096406,X86_64,64,1024,196608,2,PC4-3200AA,3200,1024
328,2.4913106011614006,X86_64,64,512,98304,48,PC4-3200AA,3200,1024
329,3.2008948919916396,X86_64,32,512,98304,64,PC4-3200AA,3200,1024
330,1.9191943451578666,X86_64,32,512,27648,64,PC4-3200AA,3200,1024
331,2.1413681340676556,X86_64,32,1024,122880,24,0,2933,32
332,1.9545055640400262,X86_64,32,1024,524288,2,PC4-3200AA,2933,64
333,1.8819214241553055,X86_64,32,256,116736,24,0,2933,768
334,3.1296813067710127,X86_64,32,512,131072,16,PC4-3200AA,3200,1024
335,1.7290825073314091,X86_64,32,1024,49152,28,PC4-2933V,3200,384
336,1.937521182757303,X86_64,32,1024,26624,48,PC4-3200AA,2933,4096
337,1.9332751755039514,X86_64,32,512,8192,24,PC4-2666V,2666,384
338,3.046449848413038,X86_64,32,1024,131072,36,PC4-3200AA,3200,384
339,1.7140150335534954,X86_64,32,1024,43008,384,0,2933,512
340,2.3610591762853783,X86_64,32,1024,65536,28,PC4-2666V,3200,768
341,3.206290701140947,X86_64,32,1024,393216,112,0,2666,1536
342,3.2386963317310578,X86_64,32,1024,86016,80,PC4-2400T,2933,1024
343,4.268823458311895,X86_64,32,256,71680,32,PC4-2666V,2666,1024
344,1.8717257964245926,X86_64,32,1024,8192,28,0,2933,384
345,2.709876297086032,X86_64,32,1024,26624,24,0,0,64
346,2.7325983999473475,X86_64,32,512,55296,56,PC4-3200AA,3200,512
347,3.2162734360269027,X86_64,32,1024,155648,24,PC4-2933V,2666,384
348,2.9878192809773783,X86_64,32,1024,98304,64,0,3200,1024
349,2.980743277353538,X86_64,32,1024,45056,64,PC4-3200AA,0,192
350,4.216325702429049,X86_64,32,256,12288,4,PC4-2666V,2666,768
351,2.633711911792949,X86_64,32,512,131072,64,PC4-3200AA,3200,512
352,1.829541690779356,X86_64,32,512,98304,32,PC4-3200AA,3200,1024
353,1.3529119024810918,X86_64,32,1024,61440,24,PC4-2933V,2933,768
354,1.8571247396707213,X86_64,64,512,524288,128,PC4-3200AA,3200,1024
355,3.1775491934409237,X86_64,32,1024,4096,28,PC4-2933V,2666,64
356,2.433479955174907,X86_64,32,256,26624,36,PC4-3200AA,2933,192
357,1.7990803834438478,X86_64,32,1024,61440,24,PC4-3200AA,3200,768
358,1.891172122363702,X86_64,32,1024,32768,8,PC4-2666V,2666,384
