cpu_clock,isa,l1_size,l2_size,l3_size,num-cpus,mem_type,mem_clock,mem_size
2.07,X86_64,32,1024,311002,49,PC4-3200AA,3200,364
2.84,X86_64,32,1016,112318,36,PC4-3200AA,3190,1083
3.3,X86_64,32,1012,11464,46,PC4-2666V,2706,286
2.76,X86_64,32,500,123989,61,PC4-2666V,2585,108
2.39,X86_64,32,1017,232050,78,PC4-2666V,3200,32
1.7,X86_64,32,1006,113879,54,PC4-2933V,3200,747
2.09,X86_64,32,1019,42085,46,PC4-2666V,2623,730
3.18,X86_64,32,1005,31137,26,PC4-3200AA,2632,489
2.36,X86_64,32,1020,156487,52,PC4-2666V,2694,784
1.81,X86_64,32,1021,62568,77,PC4-2933Y,0,1430
2.32,X86_64,32,1013,344211,42,PC4-2666V,2675,722
1.97,X86_64,32,1023,3598,7,PC4-2933Y,2938,997
3.14,X86_64,32,473,21485,38,PC4-3200AA,3200,40
1.86,X86_64,32,491,114488,37,PC4-3200AA,3189,1373
1.99,X86_64,32,1019,163415,66,PC4-3200AA,3200,436
2.59,X86_64,32,1014,57057,69,PC4-2933Y,2700,444
2.14,X86_64,32,1019,49025,81,PC4-2933V,0,779
1.7,X86_64,32,470,122567,32,PC4-3200AA,2976,32
3.55,X86_64,32,1018,39402,32,PC4-2666V,2667,735
2.33,X86_64,32,1017,133732,79,PC4-2666V,2687,715
2.63,X86_64,32,256,46267,126,PC4-2666V,2931,694
2.36,X86_64,32,1015,152780,31,PC4-3200AA,2868,32
1.99,X86_64,32,502,274909,126,PC4-2666V,3165,500
2.34,X86_64,32,1018,63353,2,PC4-2666V,3200,507
2.2,X86_64,32,1024,95363,54,PC4-2666V,3200,491
2.02,X86_64,32,1012,112925,113,0,2612,349
1.7,X86_64,32,1014,146517,43,PC4-2933V,2917,896
1.7,X86_64,32,1016,51555,57,0,3200,994
3.62,X86_64,32,1013,108309,12,PC4-2933V,2940,32
2.45,X86_64,32,1018,511027,53,PC4-3200AA,2889,317
2.11,X86_64,32,1024,41423,33,PC4-3200AA,2927,1965
2.06,X86_64,32,1010,37897,53,PC4-2666V,2917,681
2.17,X86_64,32,1018,114397,24,0,2938,1032
3.16,X86_64,32,1013,113255,93,PC4-3200AA,3183,752
2.11,X86_64,32,256,50053,27,PC4-2666V,2937,1694
2.79,X86_64,32,1024,23650,46,PC4-2666V,2896,482
2.36,X86_64,32,1024,11635,57,PC4-2933V,2889,736
2.37,X86_64,32,1024,94683,117,PC4-2666V,2679,517
2.48,X86_64,32,1022,256136,65,PC4-2933V,2918,767
1.97,X86_64,32,487,54248,52,PC4-3200AA,2946,2037
3.09,X86_64,32,1021,120026,76,PC4-3200AA,2906,1792
2.22,X86_64,32,1024,109073,133,PC4-2933V,3185,1018
2.1,X86_64,32,292,92104,24,PC4-2666V,2660,734
3.0,X86_64,32,1016,23253,48,PC4-2666V,2676,32
1.91,X86_64,32,1013,290727,69,PC4-2933V,3200,1363
2.72,X86_64,32,1024,180336,45,PC4-2666V,2679,719
2.4,X86_64,32,256,2048,24,PC4-2666V,2981,32
