cpu_clock,isa,l1_size,l2_size,l3_size,num-cpus,mem_type,mem_clock,mem_size
2.21,X86_64,32,1023,59199,18,0,30,507
2.14,X86_64,32,1024,73168,58,PC4-2666V,2667,158
3.25,X86_64,32,1024,23840,2,PC4-2666V,2666,175
3.13,X86_64,32,511,451009,15,PC4-3200AA,3199,1017
2.43,X86_64,32,1024,80008,55,PC4-2933V,2934,1995
2.26,X86_64,32,1024,20291,14,PC4-2933Y,2934,765
2.22,X86_64,32,1024,19589,3,PC4-2666V,2667,163
2.03,X86_64,32,1024,40498,53,PC4-2933Y,2933,773
3.45,X86_64,32,1024,44667,7,PC4-2933Y,2667,144
1.94,X86_64,32,1023,10287,21,PC4-3200AA,3198,523
2.16,X86_64,32,1024,22037,25,PC4-2666V,2667,169
3.44,X86_64,32,1024,32021,15,PC4-2666V,2665,158
3.34,X86_64,32,1024,10524,14,PC4-2666V,2668,166
1.98,X86_64,32,1024,33556,29,PC4-2933Y,2935,779
2.06,X86_64,32,1024,33866,63,PC4-3200AA,3200,509
3.2,X86_64,32,513,40152,32,PC4-3200AA,3200,513
2.19,X86_64,32,1024,64496,59,0,4,1029
2.02,X86_64,32,1024,69970,53,PC4-2933V,2933,766
2.0,X86_64,32,1024,142829,64,PC4-3200AA,3200,513
2.24,X86_64,32,1024,90148,54,PC4-2933V,2931,766
2.52,X86_64,32,1024,21209,20,PC4-2666V,2667,169
2.18,X86_64,32,1024,99978,49,PC4-2933V,2931,772
3.58,X86_64,32,1024,22911,21,PC4-3200AA,3197,1024
2.21,X86_64,32,1024,122966,57,PC4-3200AA,3200,1028
2.06,X86_64,32,1023,158457,51,PC4-2933V,2934,775
2.31,X86_64,32,1024,43495,37,PC4-2933Y,2934,770
2.42,X86_64,32,513,246749,65,PC4-3200AA,3200,519
2.06,X86_64,32,1024,67721,44,PC4-2666V,2667,184
2.09,X86_64,32,513,160152,24,PC4-3200AA,3200,515
2.21,X86_64,32,1024,16173,31,PC4-3200AA,3199,519
2.14,X86_64,32,1024,46324,36,PC4-2933Y,2934,389
2.06,X86_64,32,1024,32435,26,PC4-2933Y,2932,769
2.0,X86_64,32,1024,64974,52,PC4-2666V,2668,148
2.25,X86_64,32,1024,9804,47,PC4-2666V,2667,206
2.33,X86_64,32,1024,49663,29,PC4-3200AA,3200,516
2.2,X86_64,32,1024,74780,53,PC4-2933V,2933,770
2.07,X86_64,32,1024,77686,52,PC4-3200AA,3200,514
3.36,X86_64,32,513,28762,11,PC4-3200AA,3198,161
3.34,X86_64,32,512,254427,22,PC4-3200AA,3200,514
2.24,X86_64,32,1024,44002,19,PC4-2666V,2666,770
2.13,X86_64,32,514,252690,62,PC4-3200AA,3199,513
2.26,X86_64,32,513,91086,55,PC4-3200AA,3199,1042
2.21,X86_64,32,1024,115238,68,PC4-2666V,2665,1540
2.27,X86_64,32,1024,38403,37,PC4-3200AA,3199,510
3.28,X86_64,32,1024,45993,26,PC4-3200AA,3198,505
3.29,X86_64,32,1024,38396,12,PC4-2666V,2666,385
2.17,X86_64,32,1024,49004,38,PC4-3200AA,3197,513
1.95,X86_64,32,1024,56057,29,PC4-3200AA,3199,508
2.2,X86_64,32,1024,104257,60,PC4-3200AA,3199,519
3.0,X86_64,32,512,294965,61,PC4-3200AA,3200,512
2.21,X86_64,32,511,259842,50,PC4-3200AA,3199,511
