cpu_clock,isa,l1_size,l2_size,l3_size,num-cpus,mem_type,mem_clock,mem_size
2.2,X86_64,32,1024,71680,64,PC4-2933Y,2933,384
2.3,X86_64,32,1024,86016,56,PC4-2666V,2666,768
2.1,X86_64,32,1024,53248,18,PC4-3200AA,3200,512
3.5,X86_64,32,1024,30720,16,PC4-2666V,2666,128
2.35,X86_64,32,1024,73728,28,PC4-3200AA,3200,128
2.35,X86_64,32,1024,43008,28,PC4-2666V,2666,176
2.0,X86_64,32,1024,18432,40,PC4-2666V,2666,768
2.1,X86_64,32,1024,61440,48,PC4-2933Y,2933,768
2.25,X86_64,32,1024,131072,64,PC4-3200AA,3200,1024
2.2,X86_64,32,1024,61440,18,0,0,512
2.1,X86_64,32,1024,73728,56,PC4-2666V,2666,176
3.2,X86_64,32,1024,24576,2,PC4-2666V,2666,176
3.1,X86_64,32,512,393216,16,PC4-3200AA,3200,1024
2.45,X86_64,32,1024,79872,56,PC4-2933V,2933,2048
2.25,X86_64,32,1024,18432,16,PC4-2933Y,2933,768
2.2,X86_64,32,1024,18432,4,PC4-2666V,2666,176
2.0,X86_64,32,1024,39936,52,PC4-2933Y,2933,768
3.5,X86_64,32,1024,45056,6,PC4-2933Y,2666,128
1.9,X86_64,32,1024,12288,20,PC4-3200AA,3200,512
2.2,X86_64,32,1024,22528,24,PC4-2666V,2666,176
3.4,X86_64,32,1024,32768,16,PC4-2666V,2666,176
3.3,X86_64,32,1024,12288,16,PC4-2666V,2666,176
2.0,X86_64,32,1024,32768,28,PC4-2933Y,2933,768
2.1,X86_64,32,1024,32768,64,PC4-3200AA,3200,512
3.2,X86_64,32,512,39936,32,PC4-3200AA,3200,512
2.2,X86_64,32,1024,65536,56,0,0,1024
2.0,X86_64,32,1024,71680,52,PC4-2933V,2933,768
2.0,X86_64,32,1024,143360,64,PC4-3200AA,3200,512
2.25,X86_64,32,1024,90112,56,PC4-2933V,2933,768
2.5,X86_64,32,1024,22528,20,PC4-2666V,2666,176
2.2,X86_64,32,1024,98304,48,PC4-2933V,2933,768
3.6,X86_64,32,1024,22528,20,PC4-3200AA,3200,1024
2.2,X86_64,32,1024,122880,56,PC4-3200AA,3200,1024
2.1,X86_64,32,1024,155648,52,PC4-2933V,2933,768
2.3,X86_64,32,1024,43008,36,PC4-2933Y,2933,768
2.4,X86_64,32,512,233472,64,PC4-3200AA,3200,512
2.1,X86_64,32,1024,67584,44,PC4-2666V,2666,192
2.1,X86_64,32,512,155648,24,PC4-3200AA,3200,512
2.2,X86_64,32,1024,16384,32,PC4-3200AA,3200,512
2.1,X86_64,32,1024,45056,36,PC4-2933Y,2933,384
2.1,X86_64,32,1024,32768,24,PC4-2933Y,2933,768
2.0,X86_64,32,1024,65536,52,PC4-2666V,2666,128
2.25,X86_64,32,1024,8192,48,PC4-2666V,2666,192
2.35,X86_64,32,1024,49152,28,PC4-3200AA,3200,512
2.2,X86_64,32,1024,73728,52,PC4-2933V,2933,768
2.1,X86_64,32,1024,77824,52,PC4-3200AA,3200,512
3.4,X86_64,32,512,27648,12,PC4-3200AA,3200,176
3.3,X86_64,32,512,262144,24,PC4-3200AA,3200,512
2.25,X86_64,32,1024,43008,20,PC4-2666V,2666,768
2.1,X86_64,32,512,262144,64,PC4-3200AA,3200,512
2.25,X86_64,32,512,90112,56,PC4-3200AA,3200,1024
2.2,X86_64,32,1024,116736,64,PC4-2666V,2666,1536
2.25,X86_64,32,1024,38912,36,PC4-3200AA,3200,512
3.3,X86_64,32,1024,45056,24,PC4-3200AA,3200,512
3.3,X86_64,32,1024,38912,12,PC4-2666V,2666,384
2.2,X86_64,32,1024,49152,36,PC4-3200AA,3200,512
2.0,X86_64,32,1024,55296,28,PC4-3200AA,3200,512
2.2,X86_64,32,1024,98304,56,PC4-3200AA,3200,512
3.0,X86_64,32,512,311296,64,PC4-3200AA,3200,512
2.2,X86_64,32,512,262144,48,PC4-3200AA,3200,512
