cpu_clock,isa,l1_size,l2_size,l3_size,num-cpus,mem_type,mem_clock,mem_size
2.1,X86_64,32,1024,61440,48,PC4-2666V,2666,128
2.2,X86_64,32,512,53248,36,PC4-2933Y,2933,2048
2.0,X86_64,32,1024,233472,8,PC4-2666V,2933,320
2.25,X86_64,32,1024,49152,36,PC4-2933V,3200,2048
2.1,X86_64,32,1024,262144,32,PC4-2933V,2666,768
2.1,X86_64,32,1024,61440,128,PC4-2933V,3200,768
1.8,X86_64,32,1024,22528,24,PC4-2666V,3200,384
2.0,X86_64,32,1024,110592,36,PC4-2933V,3200,768
1.9,X86_64,32,1024,65536,128,0,2933,2048
2.0,X86_64,32,1024,65536,128,PC4-2933Y,3200,176
3.0,X86_64,32,1024,27648,40,PC4-2666V,3200,2048
3.5,X86_64,32,256,311296,72,PC4-3200AA,2933,384
2.6,X86_64,32,1024,12288,48,PC4-2666V,2666,1536
2.45,X86_64,32,1024,311296,72,PC4-2666V,2666,1024
2.2,X86_64,32,1024,311296,32,PC4-2933Y,3200,2048
2.1,X86_64,32,1024,2048,24,PC4-2666V,3200,384
1.9,X86_64,32,256,311296,40,PC4-2933Y,2933,2048
2.1,X86_64,32,1024,311296,48,PC4-3200AA,3200,384
2.85,X86_64,32,1024,112640,36,PC4-3200AA,3200,1024
3.3,X86_64,32,1024,12288,44,PC4-2666V,2666,256
2.75,X86_64,32,512,122880,64,PC4-2666V,2666,96
2.4,X86_64,32,1024,233472,80,PC4-2666V,3200,32
1.7,X86_64,32,1024,112640,56,PC4-2933V,3200,768
2.1,X86_64,32,1024,43008,44,PC4-2666V,2666,768
3.2,X86_64,32,1024,30720,24,PC4-3200AA,2666,512
2.35,X86_64,32,1024,155648,52,PC4-2666V,2666,768
1.8,X86_64,32,1024,61440,76,PC4-2933Y,0,1536
2.3,X86_64,32,1024,311296,40,PC4-2666V,2666,768
2.0,X86_64,32,1024,4096,6,PC4-2933Y,2933,1024
3.1,X86_64,32,512,22528,36,PC4-3200AA,3200,32
1.9,X86_64,32,512,112640,36,PC4-3200AA,3200,1536
2.0,X86_64,32,1024,155648,64,PC4-3200AA,3200,384
2.6,X86_64,32,1024,55296,72,PC4-2933Y,2666,384
2.1,X86_64,32,1024,49152,80,PC4-2933V,0,768
1.7,X86_64,32,512,122880,32,PC4-3200AA,2933,32
3.5,X86_64,32,1024,38912,32,PC4-2666V,2666,768
2.35,X86_64,32,1024,135168,80,PC4-2666V,2666,768
2.65,X86_64,32,256,45056,128,PC4-2666V,2933,768
2.35,X86_64,32,1024,155648,32,PC4-3200AA,2933,32
2.0,X86_64,32,512,262144,128,PC4-2666V,3200,512
2.35,X86_64,32,1024,61440,2,PC4-2666V,3200,512
2.2,X86_64,32,1024,98304,56,PC4-2666V,3200,512
2.0,X86_64,32,1024,112640,112,0,2666,320
1.7,X86_64,32,1024,143360,44,PC4-2933V,2933,768
1.7,X86_64,32,1024,53248,56,0,3200,1024
3.6,X86_64,32,1024,110592,12,PC4-2933V,2933,32
2.45,X86_64,32,1024,524288,52,PC4-3200AA,2933,320
2.1,X86_64,32,1024,39936,32,PC4-3200AA,2933,2048
2.1,X86_64,32,1024,38912,52,PC4-2666V,2933,768
2.2,X86_64,32,1024,112640,24,0,2933,1024
3.2,X86_64,32,1024,112640,96,PC4-3200AA,3200,768
2.1,X86_64,32,256,49152,28,PC4-2666V,2933,1536
2.8,X86_64,32,1024,24576,44,PC4-2666V,2933,512
2.35,X86_64,32,1024,12288,56,PC4-2933V,2933,768
2.35,X86_64,32,1024,98304,112,PC4-2666V,2666,512
2.5,X86_64,32,1024,262144,64,PC4-2933V,2933,768
2.0,X86_64,32,512,53248,52,PC4-3200AA,2933,2048
3.1,X86_64,32,1024,122880,76,PC4-3200AA,2933,1536
2.2,X86_64,32,1024,110592,128,PC4-2933V,3200,1024
2.1,X86_64,32,256,90112,24,PC4-2666V,2666,768
3.0,X86_64,32,1024,22528,48,PC4-2666V,2666,32
1.9,X86_64,32,1024,311296,72,PC4-2933V,3200,1536
2.7,X86_64,32,1024,196608,44,PC4-2666V,2666,768
2.4,X86_64,32,256,2048,24,PC4-2666V,2933,32
