cpu_clock,isa,l1_size,l2_size,l3_size,num-cpus,mem_type,mem_clock,mem_size
2.27,X86_64,32,743,68290,39,PC4-2666V,2744,507
2.63,X86_64,32,1024,234253,62,PC4-3200AA,3097,1695
2.42,X86_64,32,981,75571,26,PC4-2666V,1668,1621
4.0,X86_64,32,615,28149,5,PC4-2666V,3200,464
3.24,X86_64,32,568,54448,11,PC4-2666V,1368,406
3.01,X86_64,32,1021,59512,46,PC4-3200AA,3139,554
2.28,X86_64,32,1024,56123,40,PC4-2666V,3159,735
2.19,X86_64,32,891,95352,52,PC4-3200AA,1818,1319
2.37,X86_64,32,1024,23173,33,PC4-2666V,1678,439
2.05,X86_64,32,1024,317000,89,PC4-3200AA,2822,1404
2.58,X86_64,32,1024,14902,27,PC4-2666V,2586,820
2.64,X86_64,32,839,187535,78,PC4-3200AA,3200,392
1.84,X86_64,32,1024,188333,128,PC4-2666V,3200,955
2.69,X86_64,32,817,49972,11,PC4-2666V,1903,814
2.6,X86_64,32,732,88319,47,PC4-2666V,3200,207
4.0,X86_64,32,448,25537,4,PC4-2666V,2596,219
3.24,X86_64,32,944,30237,20,PC4-2666V,2972,188
2.34,X86_64,32,1024,140070,53,PC4-3200AA,3200,696
2.43,X86_64,32,749,61419,35,PC4-3200AA,2793,327
2.33,X86_64,32,1024,51743,50,PC4-2666V,2131,363
2.53,X86_64,32,869,98519,54,PC4-2666V,1886,896
2.55,X86_64,32,934,47579,19,PC4-2666V,2392,285
3.26,X86_64,32,860,387282,76,PC4-3200AA,2916,2290
4.0,X86_64,32,951,82580,14,PC4-3200AA,3200,351
3.23,X86_64,32,731,79742,21,PC4-3200AA,3200,371
1.95,X86_64,32,1024,93526,98,PC4-3200AA,3200,781
3.5,X86_64,32,262,293290,25,PC4-3200AA,3133,613
2.5,X86_64,32,1024,249512,79,PC4-3200AA,1575,995
1.76,X86_64,32,1024,69547,55,PC4-2666V,926,847
3.35,X86_64,32,887,7288,16,PC4-2666V,3200,316
2.84,X86_64,32,488,79671,25,PC4-2666V,2424,153
2.32,X86_64,32,889,52847,31,PC4-3200AA,2852,581
2.27,X86_64,32,1024,311384,104,PC4-3200AA,3200,938
3.66,X86_64,32,1024,72535,22,PC4-2666V,2712,532
4.0,X86_64,32,507,51464,14,PC4-2666V,2007,479
2.7,X86_64,32,893,36501,15,PC4-2666V,2324,382
2.43,X86_64,32,713,19852,12,PC4-2666V,3200,128
3.96,X86_64,32,694,43573,15,PC4-3200AA,3200,174
2.26,X86_64,32,1024,39275,26,PC4-2666V,3200,686
2.34,X86_64,32,924,24596,23,PC4-2666V,2632,450
2.36,X86_64,32,815,49311,33,PC4-3200AA,3200,668
2.86,X86_64,32,714,88005,28,PC4-3200AA,2509,652
3.93,X86_64,32,736,31488,9,PC4-2666V,2641,512
2.16,X86_64,32,881,71542,48,PC4-2666V,2246,970
2.41,X86_64,32,674,160921,46,PC4-3200AA,3200,750
2.5,X86_64,32,617,45763,23,PC4-2666V,1935,58
2.94,X86_64,32,963,25865,35,PC4-2666V,2930,709
2.55,X86_64,32,1024,983040,91,PC4-3200AA,2739,2653
2.94,X86_64,32,388,321340,48,PC4-2666V,1970,576
2.34,X86_64,32,777,81180,18,PC4-3200AA,2804,825
2.61,X86_64,32,686,79130,25,PC4-2666V,2514,478
2.6,X86_64,32,989,20283,7,PC4-2666V,3200,492
2.12,X86_64,32,1024,86456,78,PC4-2666V,1917,855
2.77,X86_64,32,978,10248,4,PC4-3200AA,2679,341
1.94,X86_64,32,1024,77711,49,PC4-3200AA,3200,1182
2.53,X86_64,32,752,36621,9,PC4-2666V,2696,381
3.26,X86_64,32,676,168981,47,PC4-3200AA,2416,1345
2.61,X86_64,32,497,176483,47,PC4-2666V,3200,399
