,isa,l1_size,l2_size,num-cpus,mem_type,mem_clock,mem_size,cpu_clock,l3_size
37,0.0074819326,-0.038895488,0.54056466,0.9116415,1.0710404,1.0507157,0.15356469,0.11522913,0.3463248
38,-0.0015944242,-0.038895488,0.54038703,-0.38912678,-0.13517714,0.14992452,-0.12389898,-0.1778338,-0.99728394
39,-0.0018903017,-0.038895488,0.5403931,-0.052132845,-0.850026,-0.861035,-0.11526954,0.046397924,-1.0026889
40,-0.00025093555,-0.038895488,0.54042876,0.11086571,0.5290824,0.15909421,-0.11211872,0.06017196,-1.007371
41,-0.0026404858,-0.038895488,0.54034936,-0.1631825,-0.8380419,-0.82243085,-0.41749656,-0.97265387,-0.98308325
42,-0.0021777153,-0.038895488,0.5403553,-0.22954082,-0.8544941,-0.8369621,-0.082304716,-0.7351519,-0.9989736
43,0.005398035,-0.038895488,0.5405042,0.9488481,1.0812323,1.105125,0.24237084,0.06737578,0.32386112
44,-0.0048208237,-0.038895488,0.54031265,-0.073866606,-0.8164035,-0.8203919,-1.1247079,-1.3841715,-0.9984759
45,-0.00362432,-0.038895488,0.5403842,-0.102644086,-0.8007996,-0.8175849,-0.7895957,-1.185684,-0.9863957
46,-0.0015740395,-0.038895488,0.54035985,-0.13535571,-0.8171774,-0.83727205,-0.52971065,-1.0111339,-0.9853468
47,-0.0017216206,-0.038895488,0.54033804,-0.3816594,-0.15222251,0.13212562,-0.10204363,-0.18771148,-0.9822743
48,-0.0039526224,-0.038895488,0.5402751,-0.09330261,-0.7576412,-0.71040714,-0.91767824,-1.2238979,-0.9756576
49,-0.0023242235,-0.038895488,0.540372,-0.05513501,-0.84407794,-0.85590506,-1.1827517,-1.4075191,-1.0088067
50,-0.0018811226,-0.038895488,0.5403799,-0.18899763,-0.8108767,-0.81814003,-0.1244812,-0.60386336,-0.9802269
51,-0.0018972158,-0.038895488,0.54040337,-0.055567145,-0.8498014,-0.841985,-0.11219525,0.054706812,-0.99892414
52,-0.0010308027,-0.038895488,0.54038525,0.09966743,0.50338566,0.15493596,-0.116711855,0.047767043,-0.999966
53,-0.002287507,-0.038895488,0.5403935,-0.05149734,-0.84670746,-0.8425572,-0.10724485,0.05344224,-0.9945471
54,-0.0017461777,-0.038895488,0.54036367,-0.38201368,-0.13152993,0.14985073,-0.11463261,-0.1705358,-0.9934628
55,-0.0035389662,-0.038895488,0.540326,-0.36143756,-0.15438724,0.1321981,-0.11221957,-0.18801367,-0.9690578
56,-0.0012921095,-0.038895488,0.54040587,-0.39862192,-0.14210701,0.15793562,-0.12277675,-0.18225586,-1.0074394
57,-0.0030448437,-0.038895488,0.54036224,-0.233127,-0.86154556,-0.84699,-0.10432184,-0.7499969,-0.9992449
58,0.0029188395,-0.038895488,0.54046404,0.915869,1.1120331,1.1377485,0.38891447,-0.035589814,0.30380416
59,-0.0018941164,-0.038895488,0.5404061,-0.1492517,-0.8452834,-0.8448781,-0.5479952,-1.0472708,-0.99786854
60,-0.002240181,-0.038895488,0.5403278,-0.078029275,-0.8127203,-0.80309105,-0.9707657,-1.2788901,-0.9801059
61,-0.0003002882,-0.038895488,0.5404184,-0.05290866,-0.86146307,-0.8562257,-0.10761297,0.055632114,-1.0092106
62,0.00024437904,-0.038895488,0.5404593,0.11183834,0.5289954,0.15602148,-0.12115276,0.05649841,-1.0161207
63,-0.0019351244,-0.038895488,0.54054,0.72619784,0.58131397,0.24419904,-0.09715831,0.28183782,0.34649384
64,-0.00055634975,-0.038895488,0.54044485,0.11235738,0.5258814,0.15547788,-0.1152904,0.05684662,-1.008887
65,0.0046497583,-0.038895488,0.5405072,-0.035638332,1.0530832,1.0871494,0.21381712,0.566502,-1.0034828
66,-0.003242731,-0.038895488,0.54036057,-0.055912852,-0.83230066,-0.8461411,-1.1840541,-1.4104562,-0.99609065
67,-0.0035524368,-0.038895488,0.5404241,-0.044640064,-0.83994126,-0.8622055,-0.11080122,0.055719852,-0.9995822
68,-0.0032382011,-0.038895488,0.5403911,-0.22475731,-0.85555136,-0.8578485,-0.10545802,-0.7327157,-1.0036852
69,-0.001475811,-0.038895488,0.5404264,-0.21625769,-0.87069213,-0.87503886,-0.10427213,-0.69421065,-1.0166507
70,-0.0018638372,-0.038895488,0.5403874,-0.23276877,-0.87276757,-0.8675569,-0.113363266,-0.76831007,-1.0056479
71,-0.0028780699,-0.038895488,0.5403713,-0.061106324,-0.85316014,-0.8535391,-1.1985435,-1.4236641,-1.0107586
72,0.00013625622,-0.038895488,0.54044795,-0.010583401,0.3731972,0.15746081,-0.120560646,-0.00011134148,-1.0085232
73,-0.00062930584,-0.038895488,0.5404395,-0.4012382,-0.141626,0.15930927,-0.1231873,-0.18033326,-1.0106153
74,-0.001342535,-0.038895488,0.540377,-0.11243081,-0.82027256,-0.82113624,-0.7108455,-1.1168697,-0.98182034
75,-0.0008074045,-0.038895488,0.5404115,0.10827482,0.5260893,0.15475547,-0.120583296,0.05323851,-1.0096078
76,-0.0028825998,-0.038895488,0.5403464,-0.247648,0.041172504,0.15176463,-0.10527718,-0.10616732,-0.98679554
77,-0.0019829273,-0.038895488,0.54045725,-0.2906679,-0.64739084,-0.51408577,-0.11723101,-0.57555115,-1.0211289
78,-0.003834486,-0.038895488,0.5403602,-0.057616353,-0.8491268,-0.839838,-1.1838229,-1.4098291,-0.99825597
79,-0.0010706186,-0.038895488,0.5403725,-0.40079868,-0.14340091,0.15229368,-0.106494546,-0.17523324,-1.0001869
80,-0.0010420084,-0.038895488,0.54035103,-0.05686128,-0.8307979,-0.8336257,-0.11494684,0.03464532,-1.0002749
81,-0.00081956387,-0.038895488,0.54041696,-0.3922118,-0.140661,0.1540575,-0.12866485,-0.17707062,-1.0059898
82,-0.0019862652,-0.038895488,0.54036415,-0.39217317,-0.13647938,0.15114689,-0.11800015,-0.17181754,-0.9974973
83,-0.0008894205,-0.038895488,0.54042065,-0.05590415,-0.8714571,-0.8616111,-0.11996901,0.046434283,-1.0106025
84,-0.0028164387,-0.038895488,0.5403867,-0.056129098,-0.8459898,-0.835407,-0.1114651,0.045704007,-0.9993199
85,-0.001541853,-0.038895488,0.54037166,-0.37675178,-0.113640785,0.1585114,-0.1145283,-0.17070293,-0.99136627
86,-0.0052700043,-0.038895488,0.5405569,0.6659874,0.29898953,0.13283074,0.114169836,0.101041555,0.36832142
87,-6.663799e-05,-0.038895488,0.5404531,-0.4048301,-0.14234734,0.15540624,-0.12297511,-0.17680192,-1.0153475
88,-0.0013742447,-0.038895488,0.5404153,-0.12387967,-0.8595047,-0.864416,-0.7093277,-1.1388667,-1.0046949
89,0.0010523796,-0.038895488,0.5403863,0.93073857,1.1075308,1.1279724,0.24966156,0.058037758,0.29058063
90,-0.002264738,-0.038895488,0.5404048,-0.19373798,-0.8548368,-0.85464,-0.2685032,-0.86464393,-0.99919415
91,-0.0009584427,-0.038895488,0.54035497,-0.050332308,-0.83856595,-0.8358855,-0.10570133,0.05106294,-0.9937552
92,-0.0009753704,-0.038895488,0.5403837,-0.39671314,-0.1380583,0.16244757,-0.11829603,-0.1802566,-1.0022371
93,0.00357759,-0.038895488,0.5405071,0.9325954,1.0306764,1.0170124,0.24165952,0.10107219,0.31964672
94,-0.0007530451,-0.038895488,0.5404453,0.30716097,0.25445044,0.475042,0.67941,-1.0000362,0.36957002
95,0.0035357475,-0.038895488,0.54050815,0.9722861,1.1410599,1.1676433,0.2453109,0.059176564,0.32300055
96,-0.0029312372,-0.038895488,0.54032564,-0.058081627,-0.8362247,-0.83126664,-1.1431217,-1.3798785,-0.99096704
97,-0.0010011196,-0.038895488,0.5404116,-0.0540725,-0.85956025,-0.8432286,-0.115558624,0.052689552,-1.0128798
98,-0.00030767918,-0.038895488,0.54042816,0.11674702,0.5286521,0.15255618,-0.119327664,0.05491817,-1.0071478
99,-0.0009406805,-0.038895488,0.54036736,0.11246395,0.5189942,0.15148163,-0.11204219,0.05748284,-0.9989723
100,-0.0031715631,-0.038895488,0.54036987,-0.0544852,-0.85476065,-0.84336495,-1.2118263,-1.4327757,-1.0081255
101,-0.0024787188,-0.038895488,0.5403627,-0.059168816,-0.854581,-0.854635,-1.2099128,-1.4285805,-1.0047076
102,-0.0011097193,-0.038895488,0.54033923,-0.06471622,-0.8498137,-0.8380401,-1.171552,-1.4109373,-1.0103223
103,-0.0013004541,-0.038895488,0.5404278,-0.39675784,-0.14530301,0.15192497,-0.11874068,-0.17861497,-1.0065818
104,-0.0035464764,-0.038895488,0.54048884,0.56090367,-0.15307927,0.1525675,0.59272516,0.25941885,0.34147167
105,0.00012922287,-0.038895488,0.5403961,0.09967053,0.5091517,0.15949476,-0.11638713,0.047537327,-0.9990982
106,0.0019104481,-0.038895488,0.54055214,0.3883115,0.979813,0.98800206,0.1651845,0.30909026,-0.51172304
107,-0.0027096272,-0.038895488,0.5404072,-0.40830374,-0.14173722,0.15988052,-0.11964774,-0.18512642,-1.0125537
108,-0.0013070107,-0.038895488,0.5404,-0.06813097,-0.86982083,-0.85197365,-0.12267506,0.0452044,-1.0158143
109,-0.00016641617,-0.038895488,0.5404031,0.107854486,0.5156113,0.15458655,-0.12565684,0.045158625,-1.0055952
110,0.00047552586,-0.038895488,0.5404339,-0.38971376,-0.1275109,0.15205538,-0.11940026,-0.1697011,-1.0066948
111,-0.00114429,-0.038895488,0.54037654,-0.07218063,-0.86066175,-0.8614942,-1.212729,-1.4221683,-1.0121026
112,0.0012042522,-0.038895488,0.5405308,0.9228085,0.9741374,0.9329028,0.23981977,0.09498668,0.3297137
113,-0.003581047,-0.038895488,0.54036856,-0.056037903,-0.8400643,-0.83725727,-1.1973085,-1.4202929,-1.0055485
114,-0.0017578602,-0.038895488,0.5404054,-0.05233562,-0.827703,-0.84209013,-0.1049242,-0.028155088,-0.98652625
115,-0.0017075539,-0.038895488,0.5403898,-0.11958623,-0.84040976,-0.85799444,-0.6724324,-1.1234639,-0.9944185
116,-0.0006687641,-0.038895488,0.5404129,0.10384953,0.51412237,0.14876091,-0.13338053,0.04569924,-1.0147088
117,-0.0014936924,-0.038895488,0.54042935,0.114381194,0.5489253,0.18170512,-0.105947375,0.08738315,-1.0059824
118,-0.0010789633,-0.038895488,0.54038095,0.05223608,0.44301414,0.15456712,-0.11322498,0.02620244,-0.9982809
119,-0.0011399984,-0.038895488,0.540395,-0.39261818,-0.14615595,0.14998662,-0.123434305,-0.18043554,-1.0039675
120,-0.0029300451,-0.038895488,0.54035366,-0.058042645,-0.8578814,-0.85329247,-1.2075229,-1.4358349,-1.0066004
121,-0.0029007196,-0.038895488,0.5403826,-0.060243845,-0.8570757,-0.86565423,-1.2158241,-1.4289536,-1.0129869
122,-0.0026079416,-0.038895488,0.5403513,-0.06016171,-0.85614693,-0.8444774,-1.1963122,-1.4208422,-1.0050488
123,-0.00041902065,-0.038895488,0.540419,0.10918689,0.5229436,0.15437579,-0.117073655,0.05838871,-1.0087245
124,-0.0014580488,-0.038895488,0.5404253,-0.40017557,-0.1388787,0.15626204,-0.12233472,-0.18126428,-1.0114453
125,-0.003257513,-0.038895488,0.54042673,-0.2769661,-0.5938468,-0.44434285,-0.10043728,-0.5141369,-0.99154973
126,-0.0014514923,-0.038895488,0.5403944,-0.40530705,-0.14806533,0.15664244,-0.12031436,-0.18494463,-1.0049329
127,-0.0018641949,-0.038895488,0.5403651,-0.38114703,-0.12416124,0.15427423,-0.12396824,-0.18346572,-0.9883939
128,-0.004826665,-0.038895488,0.5404383,0.25216353,-0.14606225,0.14550686,0.5741675,-1.0245528,0.31257904
129,-0.0006879568,-0.038895488,0.5404023,-0.054891944,-0.83232605,-0.83320606,-0.11405277,0.05133891,-1.0006168
130,-0.00092482567,-0.038895488,0.5404067,-0.0545969,-0.8614161,-0.86570203,-0.119529486,0.055288076,-1.0101254
131,-0.00310421,-0.038895488,0.5403584,-0.062440276,-0.85161924,-0.85005045,-1.187417,-1.4140861,-1.005842
132,-0.004239559,-0.038895488,0.54056406,0.73931277,0.51539385,0.1924057,0.020034313,0.1749891,0.28907228
133,-0.00080788136,-0.038895488,0.5403993,-0.057817817,-0.83659446,-0.8423239,-0.11672175,0.042692065,-1.0031672
134,-0.0019834042,-0.038895488,0.5404258,0.095660806,0.5560961,0.20979714,-0.09362829,0.11456466,-1.0069437
135,-0.002345562,-0.038895488,0.5403358,-0.05887413,-0.835129,-0.8422884,-1.1603067,-1.3903618,-1.0002654
136,-0.0038309097,-0.038895488,0.54045725,-0.24212205,-0.86499536,-0.8733566,-0.12283039,-0.7374624,-1.0308208
137,0.0044971704,-0.038895488,0.5405673,0.9984864,1.1696444,1.2101946,0.2510512,0.057080984,0.34029257
138,-0.0018486977,-0.038895488,0.5404037,-0.23362589,-0.8708328,-0.86862767,-0.10204196,-0.74710286,-1.0120203
139,-0.0028867722,-0.038895488,0.54034746,-0.23424959,-0.8623855,-0.85858727,-0.10986781,-0.77542007,-1.0031037
140,-0.0013946295,-0.038895488,0.54038656,-0.17543983,0.14911687,0.15639055,-0.11159539,-0.08450687,-0.9928299
141,-0.0025328398,-0.038895488,0.54035187,-0.06374884,-0.8650905,-0.85082734,-1.1367128,-1.3863671,-1.0040708
142,-0.0021363497,-0.038895488,0.5403379,-0.049868345,-0.8272568,-0.8239403,-1.1412325,-1.3705349,-0.9847791
143,-0.003225565,-0.038895488,0.5403758,-0.19271123,-0.8301488,-0.8326453,-0.08470094,-0.59671426,-0.99211955
144,-0.0011963844,-0.038895488,0.54037464,-0.39480472,-0.15042198,0.15035284,-0.13603175,-0.19410074,-0.99993813
145,-0.0020934343,-0.038895488,0.5404011,-0.13890982,-0.8452592,-0.8441875,-0.5947974,-1.069284,-0.9962317
146,-0.000590086,-0.038895488,0.5403906,-0.054971337,-0.86326575,-0.85710776,-0.107476234,0.059230447,-0.99664986
147,-0.0005247593,-0.038895488,0.5403912,-0.21766376,-0.84568286,-0.8316797,-0.12867081,-0.7713686,-0.9851711
148,-0.00031280518,-0.038895488,0.54043686,0.1056236,0.51573455,0.1487776,-0.12991238,0.053490758,-1.0129707
149,-0.0008121729,-0.038895488,0.5404073,0.109014034,0.5203593,0.15286231,-0.11106217,0.05735755,-1.0035996
150,-0.0045849085,-0.038895488,0.54055035,-0.082944036,-0.9126264,-0.9274553,-0.13418949,0.0637362,-1.0385926
151,-0.0037932396,-0.038895488,0.5403135,-0.16602457,-0.62879014,-0.5291071,-0.7863277,-1.0217423,-0.97452915
152,-0.000993967,-0.038895488,0.54040956,-0.39522195,-0.13995671,0.15317559,-0.119048595,-0.1785804,-1.0078912
153,-0.0026295185,-0.038895488,0.54035926,-0.19205773,-0.83056176,-0.81990075,-0.10438979,-0.5978223,-0.9770969
154,-0.0028414726,-0.038895488,0.54038894,-0.23359287,-0.86296177,-0.8490329,-0.09615791,-0.7480724,-1.0029848
155,-0.0016576052,-0.038895488,0.5403799,0.1105181,0.5189116,0.15146196,-0.12605178,0.04912281,-1.0109456
156,-0.0010162592,-0.038895488,0.54044735,-0.12806106,-0.86765754,-0.8731694,-0.104071856,-0.31963313,-0.9990964
157,-0.0012489557,-0.038895488,0.5403737,-0.06177461,-0.85791683,-0.8467457,-0.11348879,0.052440643,-1.0045488
158,-0.001004219,-0.038895488,0.54035366,-0.047326088,-0.82708514,-0.8274399,-0.09888244,0.05408895,-0.9887514
159,-0.0021716356,-0.038895488,0.54038715,-0.36997485,-0.20226741,0.06027782,-0.19840956,-0.28735876,-0.9870701
160,-0.0010771751,-0.038895488,0.540398,-0.13267434,-0.8433,-0.8553437,-0.56513894,-1.0363417,-0.99213076
161,-0.00021898746,-0.038895488,0.5405582,0.7460245,0.62764263,0.25774956,-0.09008801,0.25778592,0.367239
162,-0.0007736683,-0.038895488,0.54040134,0.10311723,0.5071765,0.14906704,-0.11759007,0.05339563,-1.0024734
163,-0.0016186237,-0.038895488,0.5403608,-0.21964443,-0.82450676,-0.82788694,-0.10599303,-0.70350206,-0.99237585
164,-0.0036860704,-0.038895488,0.54030526,-0.06323993,-0.82508004,-0.8297405,-1.1798611,-1.4170842,-0.9900191
165,-0.0015474558,-0.038895488,0.54039407,-0.35429025,-0.08551693,0.15980172,-0.11196411,-0.15557098,-1.0022695
166,-0.0013124943,-0.038895488,0.5404172,0.112347364,0.52750695,0.15750253,-0.11502755,0.05560839,-1.0031965
167,-0.005562663,-0.038895488,0.54056776,0.29693747,-0.027994514,0.2590263,0.6346952,-1.0863371,0.34662163
168,-0.0027769804,-0.038895488,0.5404185,-0.24008465,-0.8800452,-0.8735596,-0.11312568,-0.7615516,-1.0176916
169,-0.00026786327,-0.038895488,0.5404285,0.11331189,0.5241591,0.15354049,-0.12008858,0.052388906,-1.0076032
170,-0.0017184019,-0.038895488,0.54038954,-0.21631062,-0.8541963,-0.84816766,-0.09183085,-0.65562344,-0.9982648
171,-0.0025296211,-0.038895488,0.54037106,-0.058704972,-0.8533164,-0.8520237,-0.113839984,0.05332923,-1.0073733
172,-0.00010120869,-0.038895488,0.540364,-0.05260074,-0.8394692,-0.8481524,-0.11317325,0.056625605,-0.99809706
173,-0.00026202202,-0.038895488,0.54036677,-0.051959634,-0.8398899,-0.83257294,-0.10608041,0.05802512,-0.9984194
174,0.00039494038,-0.038895488,0.5403658,-0.05291903,-0.85066676,-0.84582376,-0.10385859,0.06224799,-0.9989072
175,-0.0039354563,-0.038895488,0.54038596,-0.05008149,-0.8312093,-0.8660872,-0.11533463,0.05301571,-1.0001149
176,-0.003534913,-0.038895488,0.5403377,-0.057556868,-0.8581631,-0.8275292,-1.1858907,-1.4238746,-0.9964074
177,-0.0011662245,-0.038895488,0.54037976,-0.4069525,-0.14738083,0.15571547,-0.11314309,-0.17447937,-1.003319
178,-0.0035283566,-0.038895488,0.5403806,-0.22798789,-0.8598232,-0.86615896,-0.1032387,-0.7405859,-1.0019858
179,-0.0015687943,-0.038895488,0.54051316,0.25200558,-0.14612174,0.14660275,0.5766572,-1.0705369,0.34473944
180,-0.00082182884,-0.038895488,0.5404,-0.052856088,-0.846562,-0.86227,-0.121351,0.053971887,-1.0036116
181,8.4519386e-05,-0.038895488,0.5404471,0.11151922,0.5523286,0.16775537,-0.117595434,0.08153403,-1.0069726
182,-0.0009264946,-0.038895488,0.54040563,-0.047874928,-0.8530445,-0.8542191,-0.11398709,0.05418539,-1.0018861
183,-0.0023412704,-0.038895488,0.54044473,-0.050385237,-0.87245667,-0.86863995,-0.12131584,0.06587148,-1.0141668
184,-0.001778841,-0.038895488,0.54035425,-0.061487794,-0.858127,-0.84994817,-1.195718,-1.4193218,-1.0070105
185,-0.0021520853,-0.038895488,0.54041624,-0.105270624,-0.8559402,-0.8640635,-0.103298426,-0.2638502,-0.9961839
186,-0.0035727024,-0.038895488,0.54039717,-0.06093204,-0.85975003,-0.8606881,-1.1950679,-1.4067056,-1.0067799
187,-0.0012726784,-0.038895488,0.5404016,-0.40268862,-0.13298988,0.15689051,-0.11600685,-0.17574847,-1.0003898
188,0.007707,-0.038895488,0.5405282,0.96752346,1.112268,1.1444321,0.23846614,0.07164705,0.32860506
189,-0.005700946,-0.038895488,0.5405792,0.7595937,0.6782105,0.41164792,-0.0072561502,0.18085694,0.33063996
190,-0.0008614063,-0.038895488,0.5404539,-0.3987298,-0.1302973,0.16399467,-0.12766266,-0.18442404,-1.0149581
191,3.0994415e-05,-0.038895488,0.54035294,-0.047804594,-0.8382224,-0.8321109,-0.10099757,0.062025785,-0.99801123
192,-0.0012558699,-0.038895488,0.5404041,-0.056619167,-0.86273134,-0.85497487,-0.114525795,0.057926297,-1.0054955
193,-0.0053778887,-0.038895488,0.5404707,0.25842834,-0.1521008,0.15616679,0.59542394,-1.0563486,0.37163293
194,-0.002490759,-0.038895488,0.5403789,-0.39634895,-0.14365673,0.1546768,-0.11947787,-0.18181074,-1.000144
195,0.00090932846,-0.038895488,0.54051566,-0.046312213,0.34795082,0.15911222,-0.13253093,-0.02543044,-1.0294158
196,-0.00016450882,-0.038895488,0.5403656,-0.05196488,-0.85588014,-0.84237957,-0.1054492,0.056241393,-1.0011177
197,0.004088521,-0.038895488,0.54055524,0.98033035,1.1563056,1.1881051,0.2747562,0.040187955,0.33403397
198,-0.00414443,-0.038895488,0.5403358,-0.0463593,-0.8335453,-0.85181797,-1.1832068,-1.4062531,-1.0058165
199,-0.0018416643,-0.038895488,0.54038227,-0.39930093,-0.1360606,0.15677452,-0.11334193,-0.17345142,-0.9989778
200,0.00024068356,-0.038895488,0.54049337,0.115415335,0.53716445,0.76375794,0.35587668,-0.2596848,-0.33608627
201,-0.0005581379,-0.038895488,0.5404031,-0.054534912,-0.8667854,-0.8691752,-0.114776134,0.05563283,-1.0060389
202,-0.0029931068,-0.038895488,0.54038286,-0.057218432,-0.85320663,-0.8583462,-1.2049301,-1.4295797,-1.0098221
203,-0.0020805597,-0.038895488,0.5403967,-0.3919915,-0.13696349,0.16055739,-0.12067175,-0.18883574,-1.0016267
204,-0.0025417805,-0.038895488,0.5403259,-0.062281013,-0.8243741,-0.81446505,-1.1514161,-1.4023247,-0.9928434
205,-0.00429368,-0.038895488,0.54043055,-0.050033092,-0.8514776,-0.84156036,-0.1143285,0.058300734,-0.99884987
206,-0.00041294098,-0.038895488,0.54036474,-0.050303817,-0.8473599,-0.8460038,-0.10905278,0.0578655,-0.9982871
207,-0.0018825531,-0.038895488,0.5402944,0.11360061,0.5134808,0.14614081,-0.119558215,0.053447247,-0.98162115
208,-0.003148079,-0.038895488,0.54034793,-0.057590485,-0.861701,-0.845909,-1.2198997,-1.4478059,-1.0052156
209,4.4822693e-05,-0.038895488,0.5403875,-0.050691366,-0.8628893,-0.85858226,-0.11120641,0.058778286,-1.0082445
210,-0.001445055,-0.038895488,0.5403869,-0.3970964,-0.13788533,0.1526264,-0.111668825,-0.17539084,-0.9994106
211,-0.00093853474,-0.038895488,0.54037106,-0.051947355,-0.84817576,-0.8500705,-0.109721184,0.052797318,-0.9984368
212,-0.0034353733,-0.038895488,0.5403856,-0.19419158,-0.8606471,-0.84721005,-0.10178554,-0.60946834,-0.99261725
213,-0.00042891502,-0.038895488,0.5404016,-0.056126356,-0.8485956,-0.8360524,-0.1094929,0.040507436,-0.9995849
214,-0.0005890131,-0.038895488,0.54049957,0.10377717,0.5344268,0.16140556,-0.113832355,0.066841125,-1.0185091
215,-0.00020813942,-0.038895488,0.54042816,0.11044562,0.52617145,0.15134847,-0.12613606,0.04907167,-1.0105541
216,0.004940033,-0.038895488,0.5404072,0.9596281,1.1091166,1.1411493,0.24243104,0.08955681,0.31324112
217,-0.0018638372,-0.038895488,0.54033804,-0.35468745,-0.2384286,0.010996819,-0.23468685,-0.37456,-0.97899365
218,-0.0013947487,-0.038895488,0.5404093,-0.18605173,-0.85670805,-0.864977,-0.32861388,-0.90599835,-1.002466
219,-0.0017133951,-0.038895488,0.54039085,-0.3995458,-0.13823915,0.16161263,-0.120203614,-0.17849326,-1.000879
220,-0.0001693964,-0.038895488,0.540429,0.11040819,0.53055906,0.15306735,-0.11746538,0.06370163,-1.009234
221,-0.00043559074,-0.038895488,0.5403937,0.1100266,0.5206535,0.15625417,-0.12079775,0.05365491,-1.0032628
